taxi_zone,P(mode1),P(mode2),P(mode3),P(mode4),P(mode5)
126.0,0.28457152705195005,34.601805892687345,15.551637847436277,6941.046870229008,1479.515114503817
127.0,1.4367240782140618,60.68412634031174,18.471623560657527,12475.523085134775,1823.8844408860423
129.0,18.84868675087346,224.70885280865156,66.545095448053,32234.503044484034,3230.3943205083892
130.0,4.329462780863796,150.28037490357335,57.708534447534056,14686.417183051415,1424.2644448166136
131.0,1.3672643101702273,83.44533924868595,25.480958672903512,8582.414763948498,485.29167381974247
133.0,5.585761181201337,221.54946514644968,86.4516529434196,11042.408564920273,1297.004555808656
134.0,4.950592737968156,178.97187106973257,45.24012707134751,8631.364177131527,824.4732319894249
135.0,1.0151991908781084,45.72252680966308,12.30435768449439,10073.704087784878,1525.2538285300855
136.0,0.5372822565788984,59.813854584012745,22.96331274685051,7970.415677198632,849.2698732139264
137.0,113.49390180394953,91.00111209566195,46.63402102154764,5620.833484685874,4510.037480392966
139.0,1.1582076517139528,64.85835853145096,27.148031766106552,8323.23043712898,361.60496492174855
140.0,768.0270539506181,378.4793677921023,224.97897825727978,7173.7242,4417.7904
141.0,603.7556879091483,281.4546831364783,133.51401158281502,9801.736209669789,6517.539407701769
142.0,523.8413108109017,239.15142285543828,82.80220427815867,8515.276460744666,3287.9286013108353
143.0,224.17520853826156,174.65456452025742,93.55221384889767,10028.27149125962,2225.346521832962
144.0,37.391284440557236,71.60646261284364,11.273004246016345,4014.839659788943,1693.8895889116395
145.0,0.0,0.0,0.0,8944.645939426428,517.3540605735728
146.0,12.367486195529496,37.4375827460325,8.37810398610022,3012.35144365104,465.46538342129776
147.0,0.7165841217562662,89.23220082016138,41.989110787571775,6928.322780546949,774.7393237235619
148.0,40.82446807831764,81.01202632331669,20.36825199203715,6705.64187994416,3010.1533736621686
149.0,0.20735915243582775,25.24240657572119,12.02683084127801,12467.214458765384,1818.3089446651807
150.0,0.0,0.0,0.0,3543.0767374517372,435.9232625482626
151.0,138.70916187374561,78.87501831752893,44.796316050327235,11321.763187653827,1877.85631610457
152.0,2.5848503270980974,6.984286710030775,3.0966749286830946,7784.9508547008545,670.3833333333333
153.0,0.0,0.0,0.0,1921.1746148202494,377.8253851797505
154.0,0.0,0.0,0.0,285.8855585831063,58.11444141689373
155.0,1.0800047430334618,91.60366759996742,51.601042941714404,16285.555444555444,2206.1598401598403
156.0,0.1070314631361226,52.0055616087434,16.57521494183378,10336.330833511893,648.9813584743947
157.0,0.4347708156221631,36.132295246744086,10.920961800063013,12390.417936438833,1197.0940356987373
158.0,216.5157453027467,261.4588300597546,54.586949767481386,3170.7590987868284,1408.679376083189
159.0,1.9833216665858129,95.58508587573293,46.54480507869237,10325.879257798495,1993.0075295804947
160.0,0.6028151652216579,96.35404610381646,25.04136253202759,15014.342806394316,1733.6589698046182
161.0,65.84121263940015,23.428335865053665,2.99147442323576,929.7072310405644,990.031746031746
162.0,84.3474313535398,25.20953216402583,4.47812420173261,1404.9122807017543,1861.0526315789473
163.0,111.39509768674515,47.94505026152033,6.47535020671607,1809.8154981549815,1860.3690036900368
164.0,47.225986859828566,30.515817645022487,5.015600290635552,1993.9017395392573,2617.340855665256
165.0,0.788506044778631,60.121020276480856,26.576160080822493,16502.82880611581,4096.685507482109
166.0,72.68382833365006,74.46934861020274,36.21521020487095,7958.989612690232,4301.642000161044
167.0,2.9402879887111855,288.05674726738073,152.32371946088924,11192.603773584906,1036.0754716981132
168.0,1.7617181963427146,36.47693458124269,18.556722708397817,14196.616601868904,2073.588022645113
169.0,1.0974494394905308,154.8751757812046,68.0461859154975,14450.805869074493,2257.1753197893154
170.0,366.88205219661364,154.00357861886334,53.10559851593924,6069.476635514019,6090.532135154565
171.0,0.999262712163718,104.25007717242622,30.851761303305665,12922.287349345357,3819.611549466748
172.0,0.08909095218769696,108.27291950872493,19.010638566820877,6914.865157794071,641.7621931781957
173.0,0.5190270143727307,43.532682330298165,14.024660534232266,10373.622697536306,1158.300932584791
174.0,0.23744047418433076,34.753839208415336,12.167159999557809,10581.551167830483,1872.2903924873585
175.0,0.619876840292597,36.45137740712144,9.562691593978615,7858.833655705996,480.53239845261123
176.0,0.0,0.0,0.0,6947.848956608149,506.1510433918516
177.0,0.1650225040734059,15.523654137347018,10.742397235198009,10768.774670873681,772.7942552497009
178.0,0.4280692112784095,35.858163092445494,13.792507853756417,4854.776152980878,1455.1451068616423
179.0,10.298550197115585,49.86426390173355,15.382335828120539,11347.960735458373,1137.4941146146575
180.0,0.541610793528782,50.89794168639385,19.28332027573702,7384.110850897736,781.1662763466041
181.0,4.464438543483238,86.60940357345756,13.457617480631876,28130.018843819867,3235.4496965825615
182.0,4.241413557480663,264.40315880424544,96.39203405120875,10801.367608320465,865.5957852666
183.0,0.3203637140502237,59.3175136137823,17.167965642343976,5065.985392574558,115.20876445526477
185.0,0.8201153407322681,147.17057569369987,43.42849308905185,7931.794928335171,1854.7858875413451
186.0,41.14262800294923,8.48437358542226,1.9153381081532372,1075.0259422418012,1022.431718061674
187.0,0.0,0.0,0.0,5952.961296412838,600.0387035871616
188.0,3.4885273519241644,157.48124025231934,94.19890969002621,25629.477380439464,1920.3539422662645
189.0,1.7124357480056054,55.108257654996706,13.106594262603117,10131.432268665912,960.640443668481
191.0,0.8307851458450213,55.55498705165643,21.952240953378233,17417.151590545585,871.5103963035365
192.0,0.0,0.0,0.0,6001.251094890511,776.7489051094891
193.0,0.0,0.0,0.0,4000.574343122102,398.425656877898
194.0,0.0,0.0,0.0,172.5506329113924,26.44936708860759
195.0,0.16735278077473945,5.19045116637292,1.711467811289285,3144.412078152753,828.51865008881
196.0,0.3631039077878567,8.866765854684706,1.996363444378017,10477.817659727209,1673.956107065942
197.0,1.4372598036838498,116.70102427364316,38.217695421534046,19970.92283599089,2563.7211845102506
198.0,0.11063357610792052,28.9708540401746,11.234675794019434,25150.566607460034,2551.1172291296625
200.0,0.637307424461082,71.87662170920517,11.936824459043185,7713.699964949176,1293.8492814581143
201.0,0.0,0.0,0.0,6292.6382846488505,597.3617153511498
202.0,3.5975637122715383,110.51572082715825,29.165729768996297,3449.3660572337044,242.35492845786962
203.0,0.8001950084499327,35.28786424903877,14.91844667439037,7557.9640260237275,231.0294680443934
204.0,0.0,0.0,0.0,6010.0999153259945,635.900084674005
205.0,1.0907789390229334,67.28553852561525,35.02730095641444,14569.822039473684,660.7743421052631
206.0,0.008209567225334766,8.86598326007536,2.1056666574768212,10350.347540983606,1359.6725995316158
208.0,0.6206398452426927,90.3665425852114,33.84084074116066,11747.149167270094,1919.022809558291
209.0,15.853215798686211,31.993998345988143,4.75521128960949,1755.9646017699117,1109.4329727958047
210.0,0.0,0.0,0.0,15576.87557402143,2771.12442597857
211.0,91.75836929768359,154.51817158617035,19.71654069585202,2200.214471029115,1015.792447391179
212.0,0.33406667307107346,26.8127002945229,12.5505989235808,9623.048644491444,925.2539896173813
213.0,0.5851888768727237,38.955089892206374,19.780118105097742,15361.016770568092,1469.662832557731
