index_right,OBJECTID,zone,tractid,tractnum
78,167.0,Morrisania/Melrose,36005013500,013500
68,167.0,Morrisania/Melrose,36005012101,012101
71,167.0,Morrisania/Melrose,36005012500,012500
80,167.0,Morrisania/Melrose,36005014100,014100
115,167.0,Morrisania/Melrose,36005018500,018500
4,168.0,Mott Haven/Port Morris,36005001900,001900
9,168.0,Mott Haven/Port Morris,36005002701,002701
10,168.0,Mott Haven/Port Morris,36005002702,002702
8,168.0,Mott Haven/Port Morris,36005002500,002500
13,168.0,Mott Haven/Port Morris,36005003300,003300
6,168.0,Mott Haven/Port Morris,36005002300,002300
17,168.0,Mott Haven/Port Morris,36005003900,003900
15,168.0,Mott Haven/Port Morris,36005003700,003700
12,168.0,Mott Haven/Port Morris,36005003100,003100
19,168.0,Mott Haven/Port Morris,36005004100,004100
14,168.0,Mott Haven/Port Morris,36005003500,003500
21,168.0,Mott Haven/Port Morris,36005004300,004300
27,168.0,Mott Haven/Port Morris,36005005100,005100
159,169.0,Mount Hope,36005023100,023100
164,169.0,Mount Hope,36005023502,023502
269,169.0,Mount Hope,36005037900,037900
271,169.0,Mount Hope,36005038100,038100
157,169.0,Mount Hope,36005022902,022902
154,169.0,Mount Hope,36005022703,022703
153,169.0,Mount Hope,36005022702,022702
156,169.0,Mount Hope,36005022901,022901
152,169.0,Mount Hope,36005022701,022701
162,169.0,Mount Hope,36005023302,023302
161,169.0,Mount Hope,36005023301,023301
163,169.0,Mount Hope,36005023501,023501
172,169.0,Mount Hope,36005024100,024100
1170,170.0,Murray Hill,36061007200,007200
1176,170.0,Murray Hill,36061007800,007800
1178,170.0,Murray Hill,36061008000,008000
1180,170.0,Murray Hill,36061008200,008200
1912,171.0,Murray Hill-Queens,36081086300,086300
1988,171.0,Murray Hill-Queens,36081117500,117500
1986,171.0,Murray Hill-Queens,36081116700,116700
1987,171.0,Murray Hill-Queens,36081117100,117100
1985,171.0,Murray Hill-Queens,36081116300,116300
1982,171.0,Murray Hill-Queens,36081115700,115700
1981,171.0,Murray Hill-Queens,36081115500,115500
1983,171.0,Murray Hill-Queens,36081115900,115900
1980,171.0,Murray Hill-Queens,36081115100,115100
1979,171.0,Murray Hill-Queens,36081114700,114700
1978,171.0,Murray Hill-Queens,36081114100,114100
1966,171.0,Murray Hill-Queens,36081105900,105900
1965,171.0,Murray Hill-Queens,36081104700,104700
2095,172.0,New Dorp/Midland Beach,36085012804,012804
2103,172.0,New Dorp/Midland Beach,36085013400,013400
2089,172.0,New Dorp/Midland Beach,36085011202,011202
2093,172.0,New Dorp/Midland Beach,36085012200,012200
2091,172.0,New Dorp/Midland Beach,36085011402,011402
1657,173.0,North Corona,36081040900,040900
1656,173.0,North Corona,36081040700,040700
1655,173.0,North Corona,36081040500,040500
1653,173.0,North Corona,36081040300,040300
1639,173.0,North Corona,36081037500,037500
1651,173.0,North Corona,36081040100,040100
1642,173.0,North Corona,36081037900,037900
1641,173.0,North Corona,36081037700,037700
1643,173.0,North Corona,36081038100,038100
314,174.0,Norwood,36005042500,042500
317,174.0,Norwood,36005042901,042901
312,174.0,Norwood,36005042300,042300
308,174.0,Norwood,36005041900,041900
318,174.0,Norwood,36005042902,042902
310,174.0,Norwood,36005042100,042100
320,174.0,Norwood,36005043100,043100
2013,175.0,Oakland Gardens,36081129102,129102
2014,175.0,Oakland Gardens,36081129103,129103
2015,175.0,Oakland Gardens,36081129104,129104
2021,175.0,Oakland Gardens,36081136700,136700
2022,175.0,Oakland Gardens,36081137700,137700
2023,175.0,Oakland Gardens,36081138501,138501
2096,176.0,Oakwood,36085012805,012805
2100,176.0,Oakwood,36085013204,013204
2097,176.0,Oakwood,36085012806,012806
2098,176.0,Oakwood,36085013201,013201
2104,176.0,Oakwood,36085013800,013800
642,177.0,Ocean Hill,36047036100,036100
644,177.0,Ocean Hill,36047036300,036300
647,177.0,Ocean Hill,36047036502,036502
594,177.0,Ocean Hill,36047030300,030300
646,177.0,Ocean Hill,36047036501,036501
649,177.0,Ocean Hill,36047036700,036700
592,177.0,Ocean Hill,36047030100,030100
650,177.0,Ocean Hill,36047036900,036900
652,177.0,Ocean Hill,36047037100,037100
653,177.0,Ocean Hill,36047037300,037300
722,178.0,Ocean Parkway South,36047044400,044400
726,178.0,Ocean Parkway South,36047044800,044800
731,178.0,Ocean Parkway South,36047045400,045400
729,178.0,Ocean Parkway South,36047045200,045200
728,178.0,Ocean Parkway South,36047045000,045000
736,178.0,Ocean Parkway South,36047046202,046202
716,178.0,Ocean Parkway South,36047043800,043800
720,178.0,Ocean Parkway South,36047044200,044200
718,178.0,Ocean Parkway South,36047044000,044000
1439,179.0,Old Astoria,36081007300,007300
1442,179.0,Old Astoria,36081007900,007900
1438,179.0,Old Astoria,36081007100,007100
1443,179.0,Old Astoria,36081008100,008100
1437,179.0,Old Astoria,36081006900,006900
1444,179.0,Old Astoria,36081008300,008300
1447,179.0,Old Astoria,36081008700,008700
1449,179.0,Old Astoria,36081009100,009100
1448,180.0,Ozone Park,36081008800,008800
1429,180.0,Ozone Park,36081005800,005800
1446,180.0,Ozone Park,36081008600,008600
1426,180.0,Ozone Park,36081005400,005400
1416,180.0,Ozone Park,36081004002,004002
1422,180.0,Ozone Park,36081005000,005000
1419,180.0,Ozone Park,36081004401,004401
463,181.0,Park Slope,36047016700,016700
461,181.0,Park Slope,36047016500,016500
453,181.0,Park Slope,36047015500,015500
454,181.0,Park Slope,36047015700,015700
455,181.0,Park Slope,36047015900,015900
431,181.0,Park Slope,36047013100,013100
429,181.0,Park Slope,36047012902,012902
428,181.0,Park Slope,36047012901,012901
439,181.0,Park Slope,36047013900,013900
451,181.0,Park Slope,36047015300,015300
437,181.0,Park Slope,36047013700,013700
435,181.0,Park Slope,36047013500,013500
433,181.0,Park Slope,36047013300,013300
447,181.0,Park Slope,36047014900,014900
443,181.0,Park Slope,36047014300,014300
441,181.0,Park Slope,36047014100,014100
449,181.0,Park Slope,36047015100,015100
146,182.0,Parkchester,36005022200,022200
133,182.0,Parkchester,36005021200,021200
139,182.0,Parkchester,36005021602,021602
131,182.0,Parkchester,36005021002,021002
130,182.0,Parkchester,36005021001,021001
194,183.0,Pelham Bay,36005026602,026602
193,183.0,Pelham Bay,36005026601,026601
217,183.0,Pelham Bay,36005030000,030000
201,184.0,Pelham Bay Park,36005027600,027600
210,185.0,Pelham Parkway,36005028800,028800
215,185.0,Pelham Parkway,36005029600,029600
181,185.0,Pelham Parkway,36005025000,025000
177,185.0,Pelham Parkway,36005024600,024600
150,185.0,Pelham Parkway,36005022404,022404
155,185.0,Pelham Parkway,36005022800,022800
148,185.0,Pelham Parkway,36005022401,022401
179,185.0,Pelham Parkway,36005024800,024800
149,185.0,Pelham Parkway,36005022403,022403
1194,186.0,Penn Station/Madison Sq West,36061009500,009500
1200,186.0,Penn Station/Madison Sq West,36061010100,010100
2136,187.0,Port Richmond,36085020700,020700
2150,187.0,Port Richmond,36085025100,025100
2148,187.0,Port Richmond,36085024700,024700
2140,187.0,Port Richmond,36085021300,021300
944,188.0,Prospect-Lefferts Gardens,36047080800,080800
976,188.0,Prospect-Lefferts Gardens,36047087800,087800
974,188.0,Prospect-Lefferts Gardens,36047087401,087401
975,188.0,Prospect-Lefferts Gardens,36047087600,087600
977,188.0,Prospect-Lefferts Gardens,36047088000,088000
937,188.0,Prospect-Lefferts Gardens,36047079602,079602
950,188.0,Prospect-Lefferts Gardens,36047082200,082200
949,188.0,Prospect-Lefferts Gardens,36047082000,082000
936,188.0,Prospect-Lefferts Gardens,36047079601,079601
941,188.0,Prospect-Lefferts Gardens,36047080200,080200
939,188.0,Prospect-Lefferts Gardens,36047079802,079802
945,188.0,Prospect-Lefferts Gardens,36047081000,081000
942,188.0,Prospect-Lefferts Gardens,36047080400,080400
938,188.0,Prospect-Lefferts Gardens,36047079801,079801
940,188.0,Prospect-Lefferts Gardens,36047080000,080000
943,188.0,Prospect-Lefferts Gardens,36047080600,080600
612,188.0,Prospect-Lefferts Gardens,36047032700,032700
614,188.0,Prospect-Lefferts Gardens,36047032900,032900
508,189.0,Prospect Heights,36047021500,021500
501,189.0,Prospect Heights,36047020700,020700
499,189.0,Prospect Heights,36047020500,020500
459,189.0,Prospect Heights,36047016300,016300
457,189.0,Prospect Heights,36047016100,016100
497,189.0,Prospect Heights,36047020300,020300
472,190.0,Prospect Park,36047017700,017700
1742,191.0,Queens Village,36081053200,053200
1730,191.0,Queens Village,36081051600,051600
1746,191.0,Queens Village,36081053800,053800
1745,191.0,Queens Village,36081053601,053601
1775,191.0,Queens Village,36081058200,058200
1773,191.0,Queens Village,36081058000,058000
1748,191.0,Queens Village,36081054000,054000
1770,191.0,Queens Village,36081056800,056800
1749,191.0,Queens Village,36081054200,054200
1768,191.0,Queens Village,36081056600,056600
1766,191.0,Queens Village,36081056400,056400
1761,191.0,Queens Village,36081055800,055800
1765,191.0,Queens Village,36081056200,056200
1763,191.0,Queens Village,36081056000,056000
1759,191.0,Queens Village,36081055600,055600
1755,191.0,Queens Village,36081055200,055200
1757,191.0,Queens Village,36081055400,055400
1727,191.0,Queens Village,36081051200,051200
1714,191.0,Queens Village,36081049600,049600
1752,191.0,Queens Village,36081054800,054800
1896,192.0,Queensboro Hill,36081080302,080302
2002,192.0,Queensboro Hill,36081121500,121500
1900,192.0,Queensboro Hill,36081083700,083700
1895,192.0,Queensboro Hill,36081080301,080301
2001,192.0,Queensboro Hill,36081121100,121100
1894,192.0,Queensboro Hill,36081079900,079900
1445,193.0,Queensbridge/Ravenswood,36081008500,008500
1418,193.0,Queensbridge/Ravenswood,36081004300,004300
1414,193.0,Queensbridge/Ravenswood,36081003900,003900
1403,193.0,Queensbridge/Ravenswood,36081002500,002500
1412,193.0,Queensbridge/Ravenswood,36081003700,003700
1349,194.0,Randalls Island,36061024000,024000
401,195.0,Red Hook,36047008500,008500
375,195.0,Red Hook,36047005300,005300
380,195.0,Red Hook,36047005900,005900
1852,196.0,Rego Park,36081070300,070300
1851,196.0,Rego Park,36081069702,069702
1849,196.0,Rego Park,36081069500,069500
1850,196.0,Rego Park,36081069701,069701
1847,196.0,Rego Park,36081069300,069300
1845,196.0,Rego Park,36081068700,068700
1861,196.0,Rego Park,36081071701,071701
1862,196.0,Rego Park,36081071702,071702
1496,197.0,Richmond Hill,36081014400,014400
1484,197.0,Richmond Hill,36081013000,013000
1494,197.0,Richmond Hill,36081014202,014202
1493,197.0,Richmond Hill,36081014201,014201
1485,197.0,Richmond Hill,36081013200,013200
1467,197.0,Richmond Hill,36081011200,011200
1465,197.0,Richmond Hill,36081011000,011000
1469,197.0,Richmond Hill,36081011400,011400
1471,197.0,Richmond Hill,36081011600,011600
1464,197.0,Richmond Hill,36081010800,010800
1507,197.0,Richmond Hill,36081015600,015600
1473,197.0,Richmond Hill,36081011800,011800
1475,197.0,Richmond Hill,36081012000,012000
1505,197.0,Richmond Hill,36081015400,015400
1405,197.0,Richmond Hill,36081002800,002800
1482,197.0,Richmond Hill,36081012602,012602
1501,197.0,Richmond Hill,36081015000,015000
1503,197.0,Richmond Hill,36081015200,015200
1481,197.0,Richmond Hill,36081012601,012601
1499,197.0,Richmond Hill,36081014800,014800
1479,197.0,Richmond Hill,36081012400,012400
1477,197.0,Richmond Hill,36081012200,012200
1404,197.0,Richmond Hill,36081002600,002600
1402,197.0,Richmond Hill,36081002400,002400
1483,197.0,Richmond Hill,36081012800,012800
1762,198.0,Ridgewood,36081055900,055900
1758,198.0,Ridgewood,36081055500,055500
1760,198.0,Ridgewood,36081055700,055700
1754,198.0,Ridgewood,36081055100,055100
1776,198.0,Ridgewood,36081058300,058300
1774,198.0,Ridgewood,36081058100,058100
1777,198.0,Ridgewood,36081058500,058500
1778,198.0,Ridgewood,36081058700,058700
1797,198.0,Ridgewood,36081061301,061301
1798,198.0,Ridgewood,36081061302,061302
1783,198.0,Ridgewood,36081059300,059300
1756,198.0,Ridgewood,36081055300,055300
1753,198.0,Ridgewood,36081054900,054900
1751,198.0,Ridgewood,36081054700,054700
1750,198.0,Ridgewood,36081054500,054500
1779,198.0,Ridgewood,36081058900,058900
1781,198.0,Ridgewood,36081059100,059100
1747,198.0,Ridgewood,36081053900,053900
1785,198.0,Ridgewood,36081059500,059500
0,199.0,Rikers Island,36005000100,000100
247,200.0,Riverdale/North Riverdale/Fieldston,36005035100,035100
244,200.0,Riverdale/North Riverdale/Fieldston,36005034500,034500
238,200.0,Riverdale/North Riverdale/Fieldston,36005033700,033700
242,200.0,Riverdale/North Riverdale/Fieldston,36005034300,034300
220,200.0,Riverdale/North Riverdale/Fieldston,36005030701,030701
236,200.0,Riverdale/North Riverdale/Fieldston,36005033500,033500
221,200.0,Riverdale/North Riverdale/Fieldston,36005030900,030900
228,200.0,Riverdale/North Riverdale/Fieldston,36005032300,032300
227,200.0,Riverdale/North Riverdale/Fieldston,36005031900,031900
1927,201.0,Rockaway Park,36081092800,092800
1929,201.0,Rockaway Park,36081093401,093401
1930,201.0,Rockaway Park,36081093402,093402
1931,201.0,Rockaway Park,36081093800,093800
1933,201.0,Rockaway Park,36081094201,094201
1925,201.0,Rockaway Park,36081092200,092200
1346,202.0,Roosevelt Island,36061023801,023801
1347,202.0,Roosevelt Island,36061023802,023802
1835,203.0,Rosedale,36081066400,066400
1832,203.0,Rosedale,36081066000,066000
1828,203.0,Rosedale,36081065600,065600
1826,203.0,Rosedale,36081065400,065400
1819,203.0,Rosedale,36081063800,063800
1801,203.0,Rosedale,36081061602,061602
2138,204.0,Rossville/Woodrow,36085020803,020803
2139,204.0,Rossville/Woodrow,36085020804,020804
2137,204.0,Rossville/Woodrow,36085020801,020801
1646,205.0,Saint Albans,36081038400,038400
1652,205.0,Saint Albans,36081040200,040200
1735,205.0,Saint Albans,36081052200,052200
1733,205.0,Saint Albans,36081052000,052000
1736,205.0,Saint Albans,36081052400,052400
1732,205.0,Saint Albans,36081051800,051800
1654,205.0,Saint Albans,36081040400,040400
1627,205.0,Saint Albans,36081035200,035200
1621,205.0,Saint Albans,36081033401,033401
1597,205.0,Saint Albans,36081028200,028200
1636,205.0,Saint Albans,36081036800,036800
1634,205.0,Saint Albans,36081036600,036600
1595,205.0,Saint Albans,36081028000,028000
1640,205.0,Saint Albans,36081037600,037600
1663,205.0,Saint Albans,36081042600,042600
1647,205.0,Saint Albans,36081039400,039400
1665,205.0,Saint Albans,36081043200,043200
1739,205.0,Saint Albans,36081052800,052800
1648,205.0,Saint Albans,36081039800,039800
1662,205.0,Saint Albans,36081042400,042400
1740,205.0,Saint Albans,36081053000,053000
1738,205.0,Saint Albans,36081052600,052600
1650,205.0,Saint Albans,36081040000,040000
2102,206.0,Saint George/New Brighton,36085013302,013302
2101,206.0,Saint George/New Brighton,36085013301,013301
2082,206.0,Saint George/New Brighton,36085007700,007700
2062,206.0,Saint George/New Brighton,36085001100,001100
2086,206.0,Saint George/New Brighton,36085009700,009700
2057,206.0,Saint George/New Brighton,36085000300,000300
2061,206.0,Saint George/New Brighton,36085000900,000900
2083,206.0,Saint George/New Brighton,36085008100,008100
2059,206.0,Saint George/New Brighton,36085000700,000700
2105,206.0,Saint George/New Brighton,36085014100,014100
2094,206.0,Saint George/New Brighton,36085012500,012500
1609,207.0,Saint Michaels Cemetery/Woodside,36081029900,029900
66,208.0,Schuylerville/Edgewater Park,36005011800,011800
76,208.0,Schuylerville/Edgewater Park,36005013200,013200
63,208.0,Schuylerville/Edgewater Park,36005011000,011000
74,208.0,Schuylerville/Edgewater Park,36005013000,013000
82,208.0,Schuylerville/Edgewater Park,36005014400,014400
79,208.0,Schuylerville/Edgewater Park,36005013800,013800
92,208.0,Schuylerville/Edgewater Park,36005015800,015800
88,208.0,Schuylerville/Edgewater Park,36005015200,015200
96,208.0,Schuylerville/Edgewater Park,36005016200,016200
100,208.0,Schuylerville/Edgewater Park,36005016600,016600
94,208.0,Schuylerville/Edgewater Park,36005016000,016000
98,208.0,Schuylerville/Edgewater Park,36005016400,016400
118,208.0,Schuylerville/Edgewater Park,36005019400,019400
114,208.0,Schuylerville/Edgewater Park,36005018400,018400
191,208.0,Schuylerville/Edgewater Park,36005026400,026400
1114,209.0,Seaport,36061001501,001501
851,210.0,Sheepshead Bay,36047059800,059800
863,210.0,Sheepshead Bay,36047062800,062800
850,210.0,Sheepshead Bay,36047059600,059600
862,210.0,Sheepshead Bay,36047062600,062600
831,210.0,Sheepshead Bay,36047057200,057200
829,210.0,Sheepshead Bay,36047057000,057000
864,210.0,Sheepshead Bay,36047063200,063200
853,210.0,Sheepshead Bay,36047060600,060600
852,210.0,Sheepshead Bay,36047060000,060000
844,210.0,Sheepshead Bay,36047059000,059000
846,210.0,Sheepshead Bay,36047059200,059200
848,210.0,Sheepshead Bay,36047059401,059401
849,210.0,Sheepshead Bay,36047059402,059402
841,210.0,Sheepshead Bay,36047058600,058600
1146,211.0,SoHo,36061004700,004700
1148,211.0,SoHo,36061004900,004900
40,212.0,Soundview/Bruckner,36005006800,006800
42,212.0,Soundview/Bruckner,36005007000,007000
44,212.0,Soundview/Bruckner,36005007200,007200
25,212.0,Soundview/Bruckner,36005005001,005001
28,212.0,Soundview/Bruckner,36005005200,005200
22,212.0,Soundview/Bruckner,36005004400,004400
26,212.0,Soundview/Bruckner,36005005002,005002
24,212.0,Soundview/Bruckner,36005004800,004800
18,212.0,Soundview/Bruckner,36005004001,004001
2,213.0,Soundview/Castle Hill,36005000400,000400
53,213.0,Soundview/Castle Hill,36005008400,008400
46,213.0,Soundview/Castle Hill,36005007400,007400
55,213.0,Soundview/Castle Hill,36005008600,008600
58,213.0,Soundview/Castle Hill,36005009000,009000
1,213.0,Soundview/Castle Hill,36005000200,000200
7,213.0,Soundview/Castle Hill,36005002400,002400
5,213.0,Soundview/Castle Hill,36005002000,002000
3,213.0,Soundview/Castle Hill,36005001600,001600
16,213.0,Soundview/Castle Hill,36005003800,003800
11,213.0,Soundview/Castle Hill,36005002800,002800
23,213.0,Soundview/Castle Hill,36005004600,004600
20,213.0,Soundview/Castle Hill,36005004200,004200
2088,214.0,South Beach/Dongan Hills,36085011201,011201
2090,214.0,South Beach/Dongan Hills,36085011401,011401
2085,214.0,South Beach/Dongan Hills,36085009602,009602
2079,214.0,South Beach/Dongan Hills,36085007000,007000
2084,214.0,South Beach/Dongan Hills,36085009601,009601
1660,215.0,South Jamaica,36081041400,041400
1670,215.0,South Jamaica,36081044000,044000
1540,215.0,South Jamaica,36081019400,019400
1585,215.0,South Jamaica,36081027000,027000
1541,215.0,South Jamaica,36081019600,019600
1544,215.0,South Jamaica,36081020200,020200
1577,215.0,South Jamaica,36081026200,026200
1581,215.0,South Jamaica,36081026600,026600
1542,215.0,South Jamaica,36081019800,019800
1579,215.0,South Jamaica,36081026400,026400
1575,215.0,South Jamaica,36081026000,026000
1573,215.0,South Jamaica,36081025800,025800
1666,215.0,South Jamaica,36081043400,043400
1570,215.0,South Jamaica,36081025400,025400
1905,216.0,South Ozone Park,36081084602,084602
1904,216.0,South Ozone Park,36081084601,084601
1901,216.0,South Ozone Park,36081083800,083800
1899,216.0,South Ozone Park,36081081800,081800
1898,216.0,South Ozone Park,36081081400,081400
1902,216.0,South Ozone Park,36081084000,084000
1525,216.0,South Ozone Park,36081018000,018000
1913,216.0,South Ozone Park,36081086400,086400
1523,216.0,South Ozone Park,36081017800,017800
1522,216.0,South Ozone Park,36081017600,017600
1458,216.0,South Ozone Park,36081010200,010200
1516,216.0,South Ozone Park,36081016800,016800
1521,216.0,South Ozone Park,36081017400,017400
1456,216.0,South Ozone Park,36081010000,010000
1452,216.0,South Ozone Park,36081009600,009600
1450,216.0,South Ozone Park,36081009400,009400
1515,216.0,South Ozone Park,36081016600,016600
1520,216.0,South Ozone Park,36081017200,017200
1460,216.0,South Ozone Park,36081010400,010400
1518,216.0,South Ozone Park,36081017000,017000
1514,216.0,South Ozone Park,36081016400,016400
1454,216.0,South Ozone Park,36081009800,009800
1462,216.0,South Ozone Park,36081010600,010600
1510,216.0,South Ozone Park,36081015802,015802
1509,216.0,South Ozone Park,36081015801,015801
800,217.0,South Williamsburg,36047053700,053700
802,217.0,South Williamsburg,36047053900,053900
774,217.0,South Williamsburg,36047050900,050900
797,217.0,South Williamsburg,36047053300,053300
806,217.0,South Williamsburg,36047054500,054500
793,217.0,South Williamsburg,36047052900,052900
799,217.0,South Williamsburg,36047053500,053500
1619,218.0,Springfield Gardens North,36081033000,033000
1606,218.0,Springfield Gardens North,36081029400,029400
1622,218.0,Springfield Gardens North,36081033402,033402
1848,219.0,Springfield Gardens South,36081069400,069400
1846,219.0,Springfield Gardens South,36081069000,069000
1615,219.0,Springfield Gardens South,36081032000,032000
1842,219.0,Springfield Gardens South,36081068000,068000
1610,219.0,Springfield Gardens South,36081030600,030600
205,220.0,Spuyten Duyvil/Kingsbridge,36005028300,028300
207,220.0,Spuyten Duyvil/Kingsbridge,36005028500,028500
213,220.0,Spuyten Duyvil/Kingsbridge,36005029302,029302
211,220.0,Spuyten Duyvil/Kingsbridge,36005028900,028900
212,220.0,Spuyten Duyvil/Kingsbridge,36005029301,029301
209,220.0,Spuyten Duyvil/Kingsbridge,36005028700,028700
218,220.0,Spuyten Duyvil/Kingsbridge,36005030100,030100
216,220.0,Spuyten Duyvil/Kingsbridge,36005029700,029700
214,220.0,Spuyten Duyvil/Kingsbridge,36005029500,029500
2063,221.0,Stapleton,36085001700,001700
2065,221.0,Stapleton,36085002001,002001
2060,221.0,Stapleton,36085000800,000800
2071,221.0,Stapleton,36085003600,003600
2058,221.0,Stapleton,36085000600,000600
2069,221.0,Stapleton,36085002900,002900
2068,221.0,Stapleton,36085002700,002700
2067,221.0,Stapleton,36085002100,002100
1042,222.0,Starrett City,36047105804,105804
1041,222.0,Starrett City,36047105801,105801
1614,223.0,Steinway,36081031700,031700
1487,223.0,Steinway,36081013500,013500
1476,223.0,Steinway,36081012100,012100
1478,223.0,Steinway,36081012301,012301
1489,223.0,Steinway,36081013700,013700
1474,223.0,Steinway,36081011900,011900
1480,223.0,Steinway,36081012500,012500
1472,223.0,Steinway,36081011700,011700
1470,223.0,Steinway,36081011500,011500
1451,223.0,Steinway,36081009500,009500
1468,223.0,Steinway,36081011300,011300
1453,223.0,Steinway,36081009700,009700
1457,223.0,Steinway,36081010100,010100
1466,223.0,Steinway,36081011100,011100
1459,223.0,Steinway,36081010300,010300
1461,223.0,Steinway,36081010500,010500
1463,223.0,Steinway,36081010701,010701
1144,224.0,Stuy Town/Peter Cooper Village,36061004400,004400
1158,224.0,Stuy Town/Peter Cooper Village,36061006000,006000
658,225.0,Stuyvesant Heights,36047037900,037900
563,225.0,Stuyvesant Heights,36047027300,027300
565,225.0,Stuyvesant Heights,36047027500,027500
657,225.0,Stuyvesant Heights,36047037700,037700
586,225.0,Stuyvesant Heights,36047029500,029500
661,225.0,Stuyvesant Heights,36047038300,038300
567,225.0,Stuyvesant Heights,36047027700,027700
656,225.0,Stuyvesant Heights,36047037500,037500
584,225.0,Stuyvesant Heights,36047029300,029300
662,225.0,Stuyvesant Heights,36047038500,038500
569,225.0,Stuyvesant Heights,36047027900,027900
582,225.0,Stuyvesant Heights,36047029100,029100
664,225.0,Stuyvesant Heights,36047038700,038700
571,225.0,Stuyvesant Heights,36047028100,028100
580,225.0,Stuyvesant Heights,36047028900,028900
578,225.0,Stuyvesant Heights,36047028700,028700
573,225.0,Stuyvesant Heights,36047028300,028300
576,225.0,Stuyvesant Heights,36047028502,028502
1532,226.0,Sunnyside,36081018501,018501
1558,226.0,Sunnyside,36081023500,023500
1537,226.0,Sunnyside,36081018900,018900
1533,226.0,Sunnyside,36081018502,018502
1524,226.0,Sunnyside,36081017900,017900
1526,226.0,Sunnyside,36081018101,018101
1527,226.0,Sunnyside,36081018102,018102
1568,226.0,Sunnyside,36081025301,025301
1529,226.0,Sunnyside,36081018300,018300
1569,226.0,Sunnyside,36081025302,025302
1517,226.0,Sunnyside,36081016900,016900
1519,226.0,Sunnyside,36081017100,017100
1552,226.0,Sunnyside,36081021900,021900
1546,226.0,Sunnyside,36081020500,020500
1535,226.0,Sunnyside,36081018700,018700
1543,226.0,Sunnyside,36081019900,019900
420,227.0,Sunset Park East,36047011800,011800
412,227.0,Sunset Park East,36047010400,010400
413,227.0,Sunset Park East,36047010600,010600
411,227.0,Sunset Park East,36047010200,010200
414,227.0,Sunset Park East,36047010800,010800
409,227.0,Sunset Park East,36047010000,010000
416,227.0,Sunset Park East,36047011200,011200
406,227.0,Sunset Park East,36047009400,009400
408,227.0,Sunset Park East,36047009800,009800
415,227.0,Sunset Park East,36047011000,011000
405,227.0,Sunset Park East,36047009200,009200
407,227.0,Sunset Park East,36047009600,009600
404,227.0,Sunset Park East,36047009000,009000
402,227.0,Sunset Park East,36047008600,008600
403,227.0,Sunset Park East,36047008800,008800
422,227.0,Sunset Park East,36047012000,012000
424,228.0,Sunset Park West,36047012200,012200
392,228.0,Sunset Park West,36047007200,007200
393,228.0,Sunset Park West,36047007400,007400
352,228.0,Sunset Park West,36047002200,002200
395,228.0,Sunset Park West,36047007600,007600
397,228.0,Sunset Park West,36047007800,007800
350,228.0,Sunset Park West,36047002000,002000
398,228.0,Sunset Park West,36047008000,008000
399,228.0,Sunset Park West,36047008200,008200
340,228.0,Sunset Park West,36047000200,000200
400,228.0,Sunset Park West,36047008400,008400
410,228.0,Sunset Park West,36047010100,010100
445,228.0,Sunset Park West,36047014700,014700
349,228.0,Sunset Park West,36047001800,001800
444,228.0,Sunset Park West,36047014500,014500
1185,229.0,Sutton Place/Turtle Bay North,36061008603,008603
1197,229.0,Sutton Place/Turtle Bay North,36061009800,009800
1204,229.0,Sutton Place/Turtle Bay North,36061010601,010601
1206,229.0,Sutton Place/Turtle Bay North,36061010800,010800
1220,230.0,Times Sq/Theatre District,36061011900,011900
1225,230.0,Times Sq/Theatre District,36061012500,012500
1231,230.0,Times Sq/Theatre District,36061013100,013100
1119,231.0,TriBeCa/Civic Center,36061002100,002100
1131,231.0,TriBeCa/Civic Center,36061003100,003100
1133,231.0,TriBeCa/Civic Center,36061003300,003300
1139,231.0,TriBeCa/Civic Center,36061003900,003900
1108,232.0,Two Bridges/Seward Park,36061001001,001001
1109,232.0,Two Bridges/Seward Park,36061001002,001002
1104,232.0,Two Bridges/Seward Park,36061000600,000600
1102,232.0,Two Bridges/Seward Park,36061000202,000202
1101,232.0,Two Bridges/Seward Park,36061000201,000201
1112,232.0,Two Bridges/Seward Park,36061001401,001401
1110,232.0,Two Bridges/Seward Park,36061001200,001200
1113,232.0,Two Bridges/Seward Park,36061001402,001402
1120,232.0,Two Bridges/Seward Park,36061002201,002201
1183,233.0,UN/Turtle Bay South,36061008601,008601
1187,233.0,UN/Turtle Bay South,36061008800,008800
1189,233.0,UN/Turtle Bay South,36061009000,009000
1150,234.0,Union Sq,36061005200,005200
1151,234.0,Union Sq,36061005400,005400
1154,234.0,Union Sq,36061005600,005600
1156,234.0,Union Sq,36061005800,005800
134,235.0,University Heights/Morris Heights,36005021301,021301
126,235.0,University Heights/Morris Heights,36005020501,020501
140,235.0,University Heights/Morris Heights,36005021700,021700
137,235.0,University Heights/Morris Heights,36005021502,021502
136,235.0,University Heights/Morris Heights,36005021501,021501
127,235.0,University Heights/Morris Heights,36005020502,020502
29,235.0,University Heights/Morris Heights,36005005300,005300
173,235.0,University Heights/Morris Heights,36005024300,024300
175,235.0,University Heights/Morris Heights,36005024501,024501
176,235.0,University Heights/Morris Heights,36005024502,024502
178,235.0,University Heights/Morris Heights,36005024700,024700
182,235.0,University Heights/Morris Heights,36005025100,025100
180,235.0,University Heights/Morris Heights,36005024900,024900
188,235.0,University Heights/Morris Heights,36005025700,025700
1265,236.0,Upper East Side North,36061016001,016001
