index_right,OBJECTID,zone,tractid,tractnum
143,78.0,East Tremont,36005022000,022000
252,78.0,East Tremont,36005036100,036100
256,78.0,East Tremont,36005036502,036502
260,78.0,East Tremont,36005036902,036902
259,78.0,East Tremont,36005036901,036901
253,78.0,East Tremont,36005036300,036300
255,78.0,East Tremont,36005036501,036501
262,78.0,East Tremont,36005037100,037100
264,78.0,East Tremont,36005037300,037300
266,78.0,East Tremont,36005037504,037504
1130,79.0,East Village,36061003002,003002
1136,79.0,East Village,36061003602,003602
1132,79.0,East Village,36061003200,003200
1138,79.0,East Village,36061003800,003800
1134,79.0,East Village,36061003400,003400
1140,79.0,East Village,36061004000,004000
1142,79.0,East Village,36061004200,004200
746,80.0,East Williamsburg,36047048100,048100
727,80.0,East Williamsburg,36047044900,044900
754,80.0,East Williamsburg,36047049100,049100
777,80.0,East Williamsburg,36047051100,051100
768,80.0,East Williamsburg,36047050500,050500
766,80.0,East Williamsburg,36047050300,050300
758,80.0,East Williamsburg,36047049500,049500
764,80.0,East Williamsburg,36047050100,050100
760,80.0,East Williamsburg,36047049700,049700
743,80.0,East Williamsburg,36047047700,047700
248,81.0,Eastchester,36005035600,035600
254,81.0,Eastchester,36005036400,036400
249,81.0,Eastchester,36005035800,035800
276,81.0,Eastchester,36005038600,038600
333,81.0,Eastchester,36005046000,046000
336,81.0,Eastchester,36005048400,048400
332,81.0,Eastchester,36005045800,045800
331,81.0,Eastchester,36005045600,045600
1716,82.0,Elmhurst,36081049900,049900
1699,82.0,Elmhurst,36081047500,047500
1844,82.0,Elmhurst,36081068300,068300
1698,82.0,Elmhurst,36081047300,047300
1682,82.0,Elmhurst,36081045700,045700
1684,82.0,Elmhurst,36081045900,045900
1696,82.0,Elmhurst,36081047100,047100
1686,82.0,Elmhurst,36081046100,046100
1704,82.0,Elmhurst,36081048100,048100
1688,82.0,Elmhurst,36081046300,046300
1584,82.0,Elmhurst,36081026902,026902
1694,82.0,Elmhurst,36081046900,046900
1586,82.0,Elmhurst,36081027100,027100
1582,82.0,Elmhurst,36081026700,026700
1692,82.0,Elmhurst,36081046700,046700
1583,82.0,Elmhurst,36081026901,026901
1690,82.0,Elmhurst,36081046500,046500
1702,83.0,Elmhurst/Maspeth,36081047900,047900
1709,83.0,Elmhurst/Maspeth,36081048900,048900
1562,83.0,Elmhurst/Maspeth,36081024300,024300
1708,83.0,Elmhurst/Maspeth,36081048500,048500
1706,83.0,Elmhurst/Maspeth,36081048300,048300
1580,83.0,Elmhurst/Maspeth,36081026500,026500
2134,84.0,Eltingville/Annadale/Prince's Bay,36085019800,019800
2126,84.0,Eltingville/Annadale/Prince's Bay,36085017600,017600
2115,84.0,Eltingville/Annadale/Prince's Bay,36085015602,015602
2118,84.0,Eltingville/Annadale/Prince's Bay,36085017005,017005
2123,84.0,Eltingville/Annadale/Prince's Bay,36085017011,017011
2124,84.0,Eltingville/Annadale/Prince's Bay,36085017012,017012
933,85.0,Erasmus,36047079000,079000
953,85.0,Erasmus,36047082800,082800
934,85.0,Erasmus,36047079200,079200
952,85.0,Erasmus,36047082600,082600
935,85.0,Erasmus,36047079400,079400
951,85.0,Erasmus,36047082400,082400
948,85.0,Erasmus,36047081800,081800
1958,86.0,Far Rockaway,36081101002,101002
1957,86.0,Far Rockaway,36081101001,101001
1962,86.0,Far Rockaway,36081103202,103202
1953,86.0,Far Rockaway,36081099802,099802
1952,86.0,Far Rockaway,36081099801,099801
1956,86.0,Far Rockaway,36081100802,100802
1961,86.0,Far Rockaway,36081103201,103201
1955,86.0,Far Rockaway,36081100801,100801
1105,87.0,Financial District North,36061000700,000700
1115,87.0,Financial District North,36061001502,001502
1107,88.0,Financial District South,36061000900,000900
735,89.0,Flatbush/Ditmas Park,36047046201,046201
745,89.0,Flatbush/Ditmas Park,36047048000,048000
792,89.0,Flatbush/Ditmas Park,36047052800,052800
734,89.0,Flatbush/Ditmas Park,36047046000,046000
926,89.0,Flatbush/Ditmas Park,36047077400,077400
921,89.0,Flatbush/Ditmas Park,36047076400,076400
925,89.0,Flatbush/Ditmas Park,36047077200,077200
922,89.0,Flatbush/Ditmas Park,36047076600,076600
747,89.0,Flatbush/Ditmas Park,36047048200,048200
931,89.0,Flatbush/Ditmas Park,36047078600,078600
924,89.0,Flatbush/Ditmas Park,36047077000,077000
790,89.0,Flatbush/Ditmas Park,36047052600,052600
785,89.0,Flatbush/Ditmas Park,36047051800,051800
787,89.0,Flatbush/Ditmas Park,36047052000,052000
932,89.0,Flatbush/Ditmas Park,36047078800,078800
782,89.0,Flatbush/Ditmas Park,36047051601,051601
783,89.0,Flatbush/Ditmas Park,36047051602,051602
780,89.0,Flatbush/Ditmas Park,36047051400,051400
1098,89.0,Flatbush/Ditmas Park,36047152200,152200
775,89.0,Flatbush/Ditmas Park,36047051001,051001
778,89.0,Flatbush/Ditmas Park,36047051200,051200
776,89.0,Flatbush/Ditmas Park,36047051002,051002
769,89.0,Flatbush/Ditmas Park,36047050600,050600
771,89.0,Flatbush/Ditmas Park,36047050801,050801
773,89.0,Flatbush/Ditmas Park,36047050804,050804
772,89.0,Flatbush/Ditmas Park,36047050803,050803
1179,90.0,Flatiron,36061008100,008100
1186,90.0,Flatiron,36061008700,008700
1190,90.0,Flatiron,36061009100,009100
886,91.0,Flatlands,36047068200,068200
888,91.0,Flatlands,36047068800,068800
881,91.0,Flatlands,36047067200,067200
889,91.0,Flatlands,36047069000,069000
882,91.0,Flatlands,36047067400,067400
872,91.0,Flatlands,36047065000,065000
885,91.0,Flatlands,36047068000,068000
908,91.0,Flatlands,36047073800,073800
890,91.0,Flatlands,36047069200,069200
907,91.0,Flatlands,36047073600,073600
883,91.0,Flatlands,36047067600,067600
904,91.0,Flatlands,36047073000,073000
884,91.0,Flatlands,36047067800,067800
909,91.0,Flatlands,36047074000,074000
906,91.0,Flatlands,36047073400,073400
905,91.0,Flatlands,36047073200,073200
899,91.0,Flatlands,36047072000,072000
903,91.0,Flatlands,36047072800,072800
902,91.0,Flatlands,36047072600,072600
900,91.0,Flatlands,36047072200,072200
901,91.0,Flatlands,36047072400,072400
1005,91.0,Flatlands,36047094402,094402
1004,91.0,Flatlands,36047094401,094401
912,91.0,Flatlands,36047074600,074600
911,91.0,Flatlands,36047074400,074400
910,91.0,Flatlands,36047074200,074200
927,91.0,Flatlands,36047077600,077600
1903,92.0,Flushing,36081084500,084500
1893,92.0,Flushing,36081079702,079702
1892,92.0,Flushing,36081079701,079701
1910,92.0,Flushing,36081085900,085900
1906,92.0,Flushing,36081084900,084900
1907,92.0,Flushing,36081085300,085300
1909,92.0,Flushing,36081085700,085700
1916,92.0,Flushing,36081087100,087100
1908,92.0,Flushing,36081085500,085500
1914,92.0,Flushing,36081086500,086500
1915,92.0,Flushing,36081086900,086900
1984,92.0,Flushing,36081116100,116100
1918,92.0,Flushing,36081088901,088901
1645,93.0,Flushing Meadows-Corona Park,36081038302,038302
168,94.0,Fordham South,36005023704,023704
274,94.0,Fordham South,36005038302,038302
273,94.0,Fordham South,36005038301,038301
170,94.0,Fordham South,36005023900,023900
167,94.0,Fordham South,36005023703,023703
1823,95.0,Forest Hills,36081064500,064500
1867,95.0,Forest Hills,36081073100,073100
1866,95.0,Forest Hills,36081072900,072900
1874,95.0,Forest Hills,36081074900,074900
1878,95.0,Forest Hills,36081076902,076902
1865,95.0,Forest Hills,36081072300,072300
1877,95.0,Forest Hills,36081076901,076901
1875,95.0,Forest Hills,36081075701,075701
1868,95.0,Forest Hills,36081073700,073700
1855,95.0,Forest Hills,36081071100,071100
1876,95.0,Forest Hills,36081075702,075702
1869,95.0,Forest Hills,36081073900,073900
1858,95.0,Forest Hills,36081071305,071305
1856,95.0,Forest Hills,36081071303,071303
1870,95.0,Forest Hills,36081074100,074100
1857,95.0,Forest Hills,36081071304,071304
1864,95.0,Forest Hills,36081072100,072100
1871,95.0,Forest Hills,36081074300,074300
1873,95.0,Forest Hills,36081074700,074700
1872,95.0,Forest Hills,36081074500,074500
1853,95.0,Forest Hills,36081070700,070700
1854,95.0,Forest Hills,36081070900,070900
1859,95.0,Forest Hills,36081071306,071306
1863,95.0,Forest Hills,36081071900,071900
1822,96.0,Forest Park/Highland Park,36081064102,064102
1764,96.0,Forest Park/Highland Park,36081056100,056100
476,97.0,Fort Greene,36047018100,018100
357,97.0,Fort Greene,36047003300,003300
478,97.0,Fort Greene,36047018300,018300
356,97.0,Fort Greene,36047003100,003100
482,97.0,Fort Greene,36047018700,018700
480,97.0,Fort Greene,36047018501,018501
354,97.0,Fort Greene,36047002901,002901
504,97.0,Fort Greene,36047021100,021100
474,97.0,Fort Greene,36047017900,017900
359,97.0,Fort Greene,36047003500,003500
2018,98.0,Fresh Meadows,36081133900,133900
2017,98.0,Fresh Meadows,36081133300,133300
2019,98.0,Fresh Meadows,36081134100,134100
2012,98.0,Fresh Meadows,36081128300,128300
2020,98.0,Fresh Meadows,36081134700,134700
2143,99.0,Freshkills Park,36085022800,022800
1207,100.0,Garment District,36061010900,010900
1213,100.0,Garment District,36061011300,011300
2053,101.0,Glen Oaks,36081157903,157903
2052,101.0,Glen Oaks,36081157902,157902
2051,101.0,Glen Oaks,36081157901,157901
2047,101.0,Glen Oaks,36081155102,155102
2046,101.0,Glen Oaks,36081155101,155101
1767,102.0,Glendale,36081056500,056500
1769,102.0,Glendale,36081056700,056700
1771,102.0,Glendale,36081057700,057700
1812,102.0,Glendale,36081062900,062900
1772,102.0,Glendale,36081057900,057900
1811,102.0,Glendale,36081062700,062700
1809,102.0,Glendale,36081062500,062500
1820,102.0,Glendale,36081063900,063900
1815,102.0,Glendale,36081063301,063301
1807,102.0,Glendale,36081062300,062300
1817,102.0,Glendale,36081063500,063500
1816,102.0,Glendale,36081063302,063302
1818,102.0,Glendale,36081063700,063700
1100,103.0,Governor's Island/Ellis Island/Liberty Island,36061000100,000100
1103,105.0,Governor's Island/Ellis Island/Liberty Island,36061000500,000500
419,106.0,Gowanus,36047011700,011700
423,106.0,Gowanus,36047012100,012100
421,106.0,Gowanus,36047011900,011900
1147,107.0,Gramercy,36061004800,004800
1149,107.0,Gramercy,36061005000,005000
1162,107.0,Gramercy,36061006400,006400
1166,107.0,Gramercy,36061006800,006800
655,108.0,Gravesend,36047037402,037402
654,108.0,Gravesend,36047037401,037401
663,108.0,Gravesend,36047038600,038600
675,108.0,Gravesend,36047039800,039800
599,108.0,Gravesend,36047030800,030800
603,108.0,Gravesend,36047031400,031400
597,108.0,Gravesend,36047030600,030600
660,108.0,Gravesend,36047038200,038200
2116,109.0,Great Kills,36085015603,015603
2114,109.0,Great Kills,36085015601,015601
2099,109.0,Great Kills,36085013203,013203
2106,109.0,Great Kills,36085014604,014604
2109,109.0,Great Kills,36085014607,014607
2107,109.0,Great Kills,36085014605,014605
2110,109.0,Great Kills,36085014608,014608
2108,109.0,Great Kills,36085014606,014606
2113,110.0,Great Kills Park,36085015400,015400
470,111.0,Green-Wood Cemetery,36047017500,017500
847,112.0,Greenpoint,36047059300,059300
762,112.0,Greenpoint,36047049900,049900
845,112.0,Greenpoint,36047059100,059100
828,112.0,Greenpoint,36047056900,056900
830,112.0,Greenpoint,36047057100,057100
843,112.0,Greenpoint,36047058900,058900
821,112.0,Greenpoint,36047056100,056100
832,112.0,Greenpoint,36047057300,057300
825,112.0,Greenpoint,36047056500,056500
834,112.0,Greenpoint,36047057500,057500
823,112.0,Greenpoint,36047056300,056300
837,112.0,Greenpoint,36047057900,057900
1155,113.0,Greenwich Village North,36061005700,005700
1157,113.0,Greenwich Village North,36061005900,005900
1159,113.0,Greenwich Village North,36061006100,006100
1161,113.0,Greenwich Village North,36061006300,006300
1153,114.0,Greenwich Village South,36061005502,005502
1152,114.0,Greenwich Village South,36061005501,005501
1163,114.0,Greenwich Village South,36061006500,006500
2073,115.0,Grymes Hill/Clifton,36085004000,004000
2074,115.0,Grymes Hill/Clifton,36085004700,004700
2072,115.0,Grymes Hill/Clifton,36085003900,003900
2070,115.0,Grymes Hill/Clifton,36085003300,003300
1334,116.0,Hamilton Heights,36061022700,022700
1332,116.0,Hamilton Heights,36061022500,022500
1336,116.0,Hamilton Heights,36061022900,022900
1338,116.0,Hamilton Heights,36061023100,023100
1340,116.0,Hamilton Heights,36061023300,023300
1342,116.0,Hamilton Heights,36061023501,023501
1345,116.0,Hamilton Heights,36061023700,023700
1935,117.0,Hammels/Arverne,36081094203,094203
1934,117.0,Hammels/Arverne,36081094202,094202
1940,117.0,Hammels/Arverne,36081097202,097202
1938,117.0,Hammels/Arverne,36081095400,095400
1942,117.0,Hammels/Arverne,36081097204,097204
1939,117.0,Hammels/Arverne,36081096400,096400
1941,117.0,Hammels/Arverne,36081097203,097203
1947,117.0,Hammels/Arverne,36081099200,099200
2127,118.0,Heartland Village/Todt Hill,36085017700,017700
2157,118.0,Heartland Village/Todt Hill,36085027900,027900
2153,118.0,Heartland Village/Todt Hill,36085027702,027702
2154,118.0,Heartland Village/Todt Hill,36085027704,027704
2128,118.0,Heartland Village/Todt Hill,36085018100,018100
2155,118.0,Heartland Village/Todt Hill,36085027705,027705
2156,118.0,Heartland Village/Todt Hill,36085027706,027706
132,119.0,Highbridge,36005021100,021100
142,119.0,Highbridge,36005021900,021900
123,119.0,Highbridge,36005020100,020100
135,119.0,Highbridge,36005021302,021302
116,119.0,Highbridge,36005018900,018900
117,119.0,Highbridge,36005019300,019300
121,119.0,Highbridge,36005019900,019900
1384,120.0,Highbridge Park,36061031100,031100
2010,121.0,Hillcrest/Pomonok,36081126700,126700
2009,121.0,Hillcrest/Pomonok,36081126500,126500
2006,121.0,Hillcrest/Pomonok,36081124100,124100
2007,121.0,Hillcrest/Pomonok,36081124700,124700
2004,121.0,Hillcrest/Pomonok,36081122701,122701
2005,121.0,Hillcrest/Pomonok,36081122702,122702
2003,121.0,Hillcrest/Pomonok,36081122300,122300
1720,122.0,Hollis,36081050400,050400
1722,122.0,Hollis,36081050600,050600
1724,122.0,Hollis,36081050800,050800
1718,122.0,Hollis,36081050201,050201
1725,122.0,Hollis,36081051000,051000
1719,122.0,Hollis,36081050202,050202
1717,122.0,Hollis,36081050000,050000
1705,122.0,Hollis,36081048200,048200
1707,122.0,Hollis,36081048400,048400
842,123.0,Homecrest,36047058800,058800
665,123.0,Homecrest,36047038800,038800
667,123.0,Homecrest,36047039000,039000
840,123.0,Homecrest,36047058400,058400
669,123.0,Homecrest,36047039200,039200
673,123.0,Homecrest,36047039600,039600
839,123.0,Homecrest,36047058200,058200
671,123.0,Homecrest,36047039400,039400
691,123.0,Homecrest,36047041401,041401
694,123.0,Homecrest,36047041600,041600
692,123.0,Homecrest,36047041402,041402
817,123.0,Homecrest,36047055600,055600
696,123.0,Homecrest,36047041800,041800
700,123.0,Homecrest,36047042200,042200
815,123.0,Homecrest,36047055400,055400
698,123.0,Homecrest,36047042000,042000
1919,124.0,Howard Beach,36081089200,089200
1917,124.0,Howard Beach,36081088400,088400
1433,124.0,Howard Beach,36081006202,006202
1432,124.0,Howard Beach,36081006201,006201
1137,125.0,Hudson Sq,36061003700,003700
60,126.0,Hunts Point,36005009300,009300
65,126.0,Hunts Point,36005011700,011700
57,126.0,Hunts Point,36005008900,008900
64,126.0,Hunts Point,36005011502,011502
93,126.0,Hunts Point,36005015900,015900
67,126.0,Hunts Point,36005011900,011900
72,126.0,Hunts Point,36005012701,012701
69,126.0,Hunts Point,36005012102,012102
1380,127.0,Inwood,36061029900,029900
1376,127.0,Inwood,36061029100,029100
1377,127.0,Inwood,36061029300,029300
1378,127.0,Inwood,36061029500,029500
1381,127.0,Inwood,36061030300,030300
1382,127.0,Inwood,36061030700,030700
1379,128.0,Inwood Hill Park,36061029700,029700
1600,129.0,Jackson Heights,36081028500,028500
1604,129.0,Jackson Heights,36081029100,029100
1594,129.0,Jackson Heights,36081027900,027900
1603,129.0,Jackson Heights,36081028900,028900
1598,129.0,Jackson Heights,36081028300,028300
1601,129.0,Jackson Heights,36081028700,028700
1588,129.0,Jackson Heights,36081027300,027300
1596,129.0,Jackson Heights,36081028100,028100
1590,129.0,Jackson Heights,36081027500,027500
1592,129.0,Jackson Heights,36081027700,027700
1611,129.0,Jackson Heights,36081030902,030902
1612,129.0,Jackson Heights,36081030903,030903
1616,129.0,Jackson Heights,36081032700,032700
1623,129.0,Jackson Heights,36081033700,033700
1626,129.0,Jackson Heights,36081035100,035100
1624,129.0,Jackson Heights,36081033900,033900
1613,129.0,Jackson Heights,36081030904,030904
1618,129.0,Jackson Heights,36081032900,032900
1625,129.0,Jackson Heights,36081034700,034700
1549,130.0,Jamaica,36081021200,021200
1564,130.0,Jamaica,36081024600,024600
1561,130.0,Jamaica,36081024000,024000
1560,130.0,Jamaica,36081023800,023800
1674,130.0,Jamaica,36081044601,044601
1673,130.0,Jamaica,36081044400,044400
1675,130.0,Jamaica,36081044602,044602
1685,130.0,Jamaica,36081046000,046000
1687,130.0,Jamaica,36081046200,046200
1693,130.0,Jamaica,36081046800,046800
1695,130.0,Jamaica,36081047000,047000
1703,130.0,Jamaica,36081048000,048000
1545,130.0,Jamaica,36081020400,020400
1547,130.0,Jamaica,36081020600,020600
1548,130.0,Jamaica,36081020800,020800
1691,131.0,Jamaica Estates,36081046600,046600
1683,131.0,Jamaica Estates,36081045800,045800
1689,131.0,Jamaica Estates,36081046400,046400
1697,131.0,Jamaica Estates,36081047200,047200
1701,131.0,Jamaica Estates,36081047800,047800
1700,131.0,Jamaica Estates,36081047600,047600
1710,131.0,Jamaica Estates,36081049200,049200
2011,131.0,Jamaica Estates,36081127700,127700
1860,132.0,JFK Airport,36081071600,071600
748,133.0,Kensington,36047048400,048400
753,133.0,Kensington,36047049000,049000
750,133.0,Kensington,36047048600,048600
751,133.0,Kensington,36047048800,048800
755,133.0,Kensington,36047049200,049200
757,133.0,Kensington,36047049400,049400
759,133.0,Kensington,36047049600,049600
761,133.0,Kensington,36047049800,049800
1491,134.0,Kew Gardens,36081014000,014000
1486,134.0,Kew Gardens,36081013400,013400
1488,134.0,Kew Gardens,36081013600,013600
1490,134.0,Kew Gardens,36081013800,013800
1880,134.0,Kew Gardens,36081077500,077500
1551,134.0,Kew Gardens,36081021600,021600
1879,134.0,Kew Gardens,36081077300,077300
1884,135.0,Kew Gardens Hills,36081077905,077905
1882,135.0,Kew Gardens Hills,36081077903,077903
1883,135.0,Kew Gardens Hills,36081077904,077904
2008,135.0,Kew Gardens Hills,36081125700,125700
1886,135.0,Kew Gardens Hills,36081077907,077907
1881,135.0,Kew Gardens Hills,36081077902,077902
1887,135.0,Kew Gardens Hills,36081077908,077908
1885,135.0,Kew Gardens Hills,36081077906,077906
1897,135.0,Kew Gardens Hills,36081080900,080900
1891,135.0,Kew Gardens Hills,36081079300,079300
190,136.0,Kingsbridge Heights,36005026300,026300
192,136.0,Kingsbridge Heights,36005026500,026500
184,136.0,Kingsbridge Heights,36005025300,025300
186,136.0,Kingsbridge Heights,36005025500,025500
189,136.0,Kingsbridge Heights,36005026100,026100
197,136.0,Kingsbridge Heights,36005026900,026900
1160,137.0,Kips Bay,36061006200,006200
1164,137.0,Kips Bay,36061006600,006600
1168,137.0,Kips Bay,36061007000,007000
1620,138.0,LaGuardia Airport,36081033100,033100
1825,139.0,Laurelton,36081065000,065000
1824,139.0,Laurelton,36081064600,064600
1814,139.0,Laurelton,36081063200,063200
1802,139.0,Laurelton,36081061800,061800
1813,139.0,Laurelton,36081063000,063000
1804,139.0,Laurelton,36081062000,062000
1800,139.0,Laurelton,36081061601,061601
1810,139.0,Laurelton,36081062600,062600
1808,139.0,Laurelton,36081062400,062400
1843,139.0,Laurelton,36081068200,068200
1617,139.0,Laurelton,36081032800,032800
1630,139.0,Laurelton,36081035800,035800
1205,140.0,Lenox Hill East,36061010602,010602
1217,140.0,Lenox Hill East,36061011600,011600
1224,140.0,Lenox Hill East,36061012400,012400
1232,140.0,Lenox Hill East,36061013200,013200
1208,141.0,Lenox Hill West,36061011000,011000
1219,141.0,Lenox Hill West,36061011800,011800
1226,141.0,Lenox Hill West,36061012600,012600
1234,141.0,Lenox Hill West,36061013400,013400
1261,142.0,Lincoln Square East,36061015700,015700
1245,142.0,Lincoln Square East,36061014500,014500
1251,142.0,Lincoln Square East,36061014900,014900
1256,142.0,Lincoln Square East,36061015300,015300
1248,143.0,Lincoln Square West,36061014700,014700
1254,143.0,Lincoln Square West,36061015100,015100
1258,143.0,Lincoln Square West,36061015500,015500
1264,143.0,Lincoln Square West,36061015900,015900
1143,144.0,Little Italy/NoLiTa,36061004300,004300
1141,144.0,Little Italy/NoLiTa,36061004100,004100
1145,144.0,Little Italy/NoLiTa,36061004500,004500
1388,145.0,Long Island City/Hunters Point,36081000100,000100
1392,145.0,Long Island City/Hunters Point,36081000700,000700
1399,145.0,Long Island City/Hunters Point,36081001900,001900
1407,146.0,Long Island City/Queens Plaza,36081003100,003100
1409,146.0,Long Island City/Queens Plaza,36081003300,003300
1427,146.0,Long Island City/Queens Plaza,36081005500,005500
1423,146.0,Long Island City/Queens Plaza,36081005100,005100
52,147.0,Longwood,36005008300,008300
54,147.0,Longwood,36005008500,008500
56,147.0,Longwood,36005008700,008700
73,147.0,Longwood,36005012901,012901
75,147.0,Longwood,36005013100,013100
1116,148.0,Lower East Side,36061001600,001600
1117,148.0,Lower East Side,36061001800,001800
1129,148.0,Lower East Side,36061003001,003001
1135,148.0,Lower East Side,36061003601,003601
827,149.0,Madison,36047056800,056800
838,149.0,Madison,36047058000,058000
836,149.0,Madison,36047057800,057800
835,149.0,Madison,36047057600,057600
833,149.0,Madison,36047057400,057400
826,149.0,Madison,36047056600,056600
819,149.0,Madison,36047055800,055800
820,149.0,Madison,36047056000,056000
822,149.0,Madison,36047056200,056200
824,149.0,Madison,36047056400,056400
813,149.0,Madison,36047055200,055200
811,149.0,Madison,36047055000,055000
809,149.0,Madison,36047054800,054800
868,149.0,Madison,36047064200,064200
861,150.0,Manhattan Beach,36047062200,062200
859,150.0,Manhattan Beach,36047061600,061600
860,150.0,Manhattan Beach,36047062000,062000
858,150.0,Manhattan Beach,36047061200,061200
854,150.0,Manhattan Beach,36047060800,060800
1291,151.0,Manhattan Valley,36061018500,018500
1295,151.0,Manhattan Valley,36061018900,018900
1293,151.0,Manhattan Valley,36061018700,018700
1297,151.0,Manhattan Valley,36061019100,019100
1319,152.0,Manhattanville,36061021303,021303
1325,152.0,Manhattanville,36061021900,021900
1323,152.0,Manhattanville,36061021703,021703
1330,152.0,Manhattanville,36061022302,022302
1329,152.0,Manhattanville,36061022301,022301
1383,153.0,Marble Hill,36061030900,030900
896,154.0,Marine Park/Floyd Bennett Field,36047070202,070202
879,154.0,Marine Park/Floyd Bennett Field,36047066600,066600
866,154.0,Marine Park/Floyd Bennett Field,36047063800,063800
898,155.0,Marine Park/Mill Basin,36047070600,070600
876,155.0,Marine Park/Mill Basin,36047065800,065800
895,155.0,Marine Park/Mill Basin,36047070201,070201
877,155.0,Marine Park/Mill Basin,36047066000,066000
878,155.0,Marine Park/Mill Basin,36047066200,066200
865,155.0,Marine Park/Mill Basin,36047063600,063600
867,155.0,Marine Park/Mill Basin,36047064000,064000
880,155.0,Marine Park/Mill Basin,36047067000,067000
874,155.0,Marine Park/Mill Basin,36047065400,065400
875,155.0,Marine Park/Mill Basin,36047065600,065600
887,155.0,Marine Park/Mill Basin,36047068600,068600
873,155.0,Marine Park/Mill Basin,36047065200,065200
870,155.0,Marine Park/Mill Basin,36047064600,064600
893,155.0,Marine Park/Mill Basin,36047069800,069800
871,155.0,Marine Park/Mill Basin,36047064800,064800
894,155.0,Marine Park/Mill Basin,36047070000,070000
892,155.0,Marine Park/Mill Basin,36047069602,069602
891,155.0,Marine Park/Mill Basin,36047069601,069601
869,155.0,Marine Park/Mill Basin,36047064400,064400
2141,156.0,Mariners Harbor,36085022300,022300
2164,156.0,Mariners Harbor,36085031902,031902
2161,156.0,Mariners Harbor,36085030301,030301
2162,156.0,Mariners Harbor,36085030302,030302
2145,156.0,Mariners Harbor,36085023900,023900
2144,156.0,Mariners Harbor,36085023100,023100
2163,156.0,Mariners Harbor,36085031901,031901
2165,156.0,Mariners Harbor,36085032300,032300
1790,157.0,Maspeth,36081060100,060100
1788,157.0,Maspeth,36081059900,059900
1734,157.0,Maspeth,36081052100,052100
1731,157.0,Maspeth,36081051700,051700
1713,157.0,Maspeth,36081049500,049500
1726,157.0,Maspeth,36081051100,051100
1712,157.0,Maspeth,36081049302,049302
1729,157.0,Maspeth,36081051500,051500
1728,157.0,Maspeth,36081051300,051300
1715,157.0,Maspeth,36081049700,049700
1711,157.0,Maspeth,36081049301,049301
1744,157.0,Maspeth,36081053500,053500
1737,157.0,Maspeth,36081052500,052500
1741,157.0,Maspeth,36081053100,053100
1167,158.0,Meatpacking/West Village West,36061006900,006900
1173,158.0,Meatpacking/West Village West,36061007500,007500
1177,158.0,Meatpacking/West Village West,36061007900,007900
45,159.0,Melrose South,36005007300,007300
51,159.0,Melrose South,36005007900,007900
38,159.0,Melrose South,36005006500,006500
47,159.0,Melrose South,36005007500,007500
43,159.0,Melrose South,36005007100,007100
39,159.0,Melrose South,36005006700,006700
49,159.0,Melrose South,36005007700,007700
41,159.0,Melrose South,36005006900,006900
1803,160.0,Middle Village,36081061900,061900
1805,160.0,Middle Village,36081062100,062100
1829,160.0,Middle Village,36081065702,065702
1791,160.0,Middle Village,36081060300,060300
1827,160.0,Middle Village,36081065501,065501
1830,160.0,Middle Village,36081065703,065703
1831,160.0,Middle Village,36081065900,065900
1793,160.0,Middle Village,36081060701,060701
1833,160.0,Middle Village,36081066100,066100
1840,160.0,Middle Village,36081067700,067700
1836,160.0,Middle Village,36081066501,066501
1837,160.0,Middle Village,36081066701,066701
1834,160.0,Middle Village,36081066300,066300
1838,160.0,Middle Village,36081066900,066900
1839,160.0,Middle Village,36081067100,067100
1841,160.0,Middle Village,36081067900,067900
1723,160.0,Middle Village,36081050700,050700
1721,160.0,Middle Village,36081050500,050500
1193,161.0,Midtown Center,36061009400,009400
1195,161.0,Midtown Center,36061009600,009600
1201,161.0,Midtown Center,36061010200,010200
1203,161.0,Midtown Center,36061010400,010400
1191,162.0,Midtown East,36061009200,009200
1199,162.0,Midtown East,36061010000,010000
1212,162.0,Midtown East,36061011203,011203
1211,163.0,Midtown North,36061011202,011202
1210,163.0,Midtown North,36061011201,011201
1237,163.0,Midtown North,36061013700,013700
1172,164.0,Midtown South,36061007400,007400
1174,164.0,Midtown South,36061007600,007600
1182,164.0,Midtown South,36061008400,008400
918,165.0,Midwood,36047075800,075800
917,165.0,Midwood,36047075600,075600
801,165.0,Midwood,36047053800,053800
923,165.0,Midwood,36047076800,076800
916,165.0,Midwood,36047075400,075400
919,165.0,Midwood,36047076000,076000
913,165.0,Midwood,36047074800,074800
798,165.0,Midwood,36047053400,053400
920,165.0,Midwood,36047076200,076200
915,165.0,Midwood,36047075200,075200
733,165.0,Midwood,36047045800,045800
796,165.0,Midwood,36047053200,053200
914,165.0,Midwood,36047075000,075000
732,165.0,Midwood,36047045600,045600
794,165.0,Midwood,36047053000,053000
803,165.0,Midwood,36047054200,054200
805,165.0,Midwood,36047054400,054400
807,165.0,Midwood,36047054600,054600
1303,166.0,Morningside Heights,36061019701,019701
1306,166.0,Morningside Heights,36061019900,019900
1308,166.0,Morningside Heights,36061020101,020101
1311,166.0,Morningside Heights,36061020500,020500
1310,166.0,Morningside Heights,36061020300,020300
1313,166.0,Morningside Heights,36061020701,020701
1315,166.0,Morningside Heights,36061020901,020901
1317,166.0,Morningside Heights,36061021100,021100
87,167.0,Morrisania/Melrose,36005015100,015100
86,167.0,Morrisania/Melrose,36005014900,014900
77,167.0,Morrisania/Melrose,36005013300,013300
