index_right,OBJECTID,zone,tractid,bcode,tractnum
1170,170.0,Murray Hill,36061007200,36061,007200
1176,170.0,Murray Hill,36061007800,36061,007800
1178,170.0,Murray Hill,36061008000,36061,008000
1180,170.0,Murray Hill,36061008200,36061,008200
1912,171.0,Murray Hill-Queens,36081086300,36081,086300
1988,171.0,Murray Hill-Queens,36081117500,36081,117500
1986,171.0,Murray Hill-Queens,36081116700,36081,116700
1987,171.0,Murray Hill-Queens,36081117100,36081,117100
1985,171.0,Murray Hill-Queens,36081116300,36081,116300
1982,171.0,Murray Hill-Queens,36081115700,36081,115700
1981,171.0,Murray Hill-Queens,36081115500,36081,115500
1983,171.0,Murray Hill-Queens,36081115900,36081,115900
1980,171.0,Murray Hill-Queens,36081115100,36081,115100
1979,171.0,Murray Hill-Queens,36081114700,36081,114700
1978,171.0,Murray Hill-Queens,36081114100,36081,114100
1966,171.0,Murray Hill-Queens,36081105900,36081,105900
1965,171.0,Murray Hill-Queens,36081104700,36081,104700
2095,172.0,New Dorp/Midland Beach,36085012804,36085,012804
2103,172.0,New Dorp/Midland Beach,36085013400,36085,013400
2089,172.0,New Dorp/Midland Beach,36085011202,36085,011202
2093,172.0,New Dorp/Midland Beach,36085012200,36085,012200
2091,172.0,New Dorp/Midland Beach,36085011402,36085,011402
1657,173.0,North Corona,36081040900,36081,040900
1656,173.0,North Corona,36081040700,36081,040700
1655,173.0,North Corona,36081040500,36081,040500
1653,173.0,North Corona,36081040300,36081,040300
1639,173.0,North Corona,36081037500,36081,037500
1651,173.0,North Corona,36081040100,36081,040100
1642,173.0,North Corona,36081037900,36081,037900
1641,173.0,North Corona,36081037700,36081,037700
1643,173.0,North Corona,36081038100,36081,038100
314,174.0,Norwood,36005042500,36005,042500
317,174.0,Norwood,36005042901,36005,042901
312,174.0,Norwood,36005042300,36005,042300
308,174.0,Norwood,36005041900,36005,041900
318,174.0,Norwood,36005042902,36005,042902
310,174.0,Norwood,36005042100,36005,042100
320,174.0,Norwood,36005043100,36005,043100
2013,175.0,Oakland Gardens,36081129102,36081,129102
2014,175.0,Oakland Gardens,36081129103,36081,129103
2015,175.0,Oakland Gardens,36081129104,36081,129104
2021,175.0,Oakland Gardens,36081136700,36081,136700
2022,175.0,Oakland Gardens,36081137700,36081,137700
2023,175.0,Oakland Gardens,36081138501,36081,138501
2096,176.0,Oakwood,36085012805,36085,012805
2100,176.0,Oakwood,36085013204,36085,013204
2097,176.0,Oakwood,36085012806,36085,012806
2098,176.0,Oakwood,36085013201,36085,013201
2104,176.0,Oakwood,36085013800,36085,013800
642,177.0,Ocean Hill,36047036100,36047,036100
644,177.0,Ocean Hill,36047036300,36047,036300
647,177.0,Ocean Hill,36047036502,36047,036502
594,177.0,Ocean Hill,36047030300,36047,030300
646,177.0,Ocean Hill,36047036501,36047,036501
649,177.0,Ocean Hill,36047036700,36047,036700
592,177.0,Ocean Hill,36047030100,36047,030100
650,177.0,Ocean Hill,36047036900,36047,036900
652,177.0,Ocean Hill,36047037100,36047,037100
653,177.0,Ocean Hill,36047037300,36047,037300
722,178.0,Ocean Parkway South,36047044400,36047,044400
726,178.0,Ocean Parkway South,36047044800,36047,044800
731,178.0,Ocean Parkway South,36047045400,36047,045400
729,178.0,Ocean Parkway South,36047045200,36047,045200
728,178.0,Ocean Parkway South,36047045000,36047,045000
736,178.0,Ocean Parkway South,36047046202,36047,046202
716,178.0,Ocean Parkway South,36047043800,36047,043800
720,178.0,Ocean Parkway South,36047044200,36047,044200
718,178.0,Ocean Parkway South,36047044000,36047,044000
1439,179.0,Old Astoria,36081007300,36081,007300
1442,179.0,Old Astoria,36081007900,36081,007900
1438,179.0,Old Astoria,36081007100,36081,007100
1443,179.0,Old Astoria,36081008100,36081,008100
1437,179.0,Old Astoria,36081006900,36081,006900
1444,179.0,Old Astoria,36081008300,36081,008300
1447,179.0,Old Astoria,36081008700,36081,008700
1449,179.0,Old Astoria,36081009100,36081,009100
1448,180.0,Ozone Park,36081008800,36081,008800
1429,180.0,Ozone Park,36081005800,36081,005800
1446,180.0,Ozone Park,36081008600,36081,008600
1426,180.0,Ozone Park,36081005400,36081,005400
1416,180.0,Ozone Park,36081004002,36081,004002
1422,180.0,Ozone Park,36081005000,36081,005000
1419,180.0,Ozone Park,36081004401,36081,004401
463,181.0,Park Slope,36047016700,36047,016700
461,181.0,Park Slope,36047016500,36047,016500
453,181.0,Park Slope,36047015500,36047,015500
454,181.0,Park Slope,36047015700,36047,015700
455,181.0,Park Slope,36047015900,36047,015900
431,181.0,Park Slope,36047013100,36047,013100
429,181.0,Park Slope,36047012902,36047,012902
428,181.0,Park Slope,36047012901,36047,012901
439,181.0,Park Slope,36047013900,36047,013900
451,181.0,Park Slope,36047015300,36047,015300
437,181.0,Park Slope,36047013700,36047,013700
435,181.0,Park Slope,36047013500,36047,013500
433,181.0,Park Slope,36047013300,36047,013300
447,181.0,Park Slope,36047014900,36047,014900
443,181.0,Park Slope,36047014300,36047,014300
441,181.0,Park Slope,36047014100,36047,014100
449,181.0,Park Slope,36047015100,36047,015100
146,182.0,Parkchester,36005022200,36005,022200
133,182.0,Parkchester,36005021200,36005,021200
139,182.0,Parkchester,36005021602,36005,021602
131,182.0,Parkchester,36005021002,36005,021002
130,182.0,Parkchester,36005021001,36005,021001
194,183.0,Pelham Bay,36005026602,36005,026602
193,183.0,Pelham Bay,36005026601,36005,026601
217,183.0,Pelham Bay,36005030000,36005,030000
201,184.0,Pelham Bay Park,36005027600,36005,027600
210,185.0,Pelham Parkway,36005028800,36005,028800
215,185.0,Pelham Parkway,36005029600,36005,029600
181,185.0,Pelham Parkway,36005025000,36005,025000
177,185.0,Pelham Parkway,36005024600,36005,024600
150,185.0,Pelham Parkway,36005022404,36005,022404
155,185.0,Pelham Parkway,36005022800,36005,022800
148,185.0,Pelham Parkway,36005022401,36005,022401
179,185.0,Pelham Parkway,36005024800,36005,024800
149,185.0,Pelham Parkway,36005022403,36005,022403
1194,186.0,Penn Station/Madison Sq West,36061009500,36061,009500
1200,186.0,Penn Station/Madison Sq West,36061010100,36061,010100
2136,187.0,Port Richmond,36085020700,36085,020700
2150,187.0,Port Richmond,36085025100,36085,025100
2148,187.0,Port Richmond,36085024700,36085,024700
2140,187.0,Port Richmond,36085021300,36085,021300
944,188.0,Prospect-Lefferts Gardens,36047080800,36047,080800
976,188.0,Prospect-Lefferts Gardens,36047087800,36047,087800
974,188.0,Prospect-Lefferts Gardens,36047087401,36047,087401
975,188.0,Prospect-Lefferts Gardens,36047087600,36047,087600
977,188.0,Prospect-Lefferts Gardens,36047088000,36047,088000
937,188.0,Prospect-Lefferts Gardens,36047079602,36047,079602
950,188.0,Prospect-Lefferts Gardens,36047082200,36047,082200
949,188.0,Prospect-Lefferts Gardens,36047082000,36047,082000
936,188.0,Prospect-Lefferts Gardens,36047079601,36047,079601
941,188.0,Prospect-Lefferts Gardens,36047080200,36047,080200
939,188.0,Prospect-Lefferts Gardens,36047079802,36047,079802
945,188.0,Prospect-Lefferts Gardens,36047081000,36047,081000
942,188.0,Prospect-Lefferts Gardens,36047080400,36047,080400
938,188.0,Prospect-Lefferts Gardens,36047079801,36047,079801
940,188.0,Prospect-Lefferts Gardens,36047080000,36047,080000
943,188.0,Prospect-Lefferts Gardens,36047080600,36047,080600
612,188.0,Prospect-Lefferts Gardens,36047032700,36047,032700
614,188.0,Prospect-Lefferts Gardens,36047032900,36047,032900
508,189.0,Prospect Heights,36047021500,36047,021500
501,189.0,Prospect Heights,36047020700,36047,020700
499,189.0,Prospect Heights,36047020500,36047,020500
459,189.0,Prospect Heights,36047016300,36047,016300
457,189.0,Prospect Heights,36047016100,36047,016100
497,189.0,Prospect Heights,36047020300,36047,020300
472,190.0,Prospect Park,36047017700,36047,017700
1742,191.0,Queens Village,36081053200,36081,053200
1730,191.0,Queens Village,36081051600,36081,051600
1746,191.0,Queens Village,36081053800,36081,053800
1745,191.0,Queens Village,36081053601,36081,053601
1775,191.0,Queens Village,36081058200,36081,058200
1773,191.0,Queens Village,36081058000,36081,058000
1748,191.0,Queens Village,36081054000,36081,054000
1770,191.0,Queens Village,36081056800,36081,056800
1749,191.0,Queens Village,36081054200,36081,054200
1768,191.0,Queens Village,36081056600,36081,056600
1766,191.0,Queens Village,36081056400,36081,056400
1761,191.0,Queens Village,36081055800,36081,055800
1765,191.0,Queens Village,36081056200,36081,056200
1763,191.0,Queens Village,36081056000,36081,056000
1759,191.0,Queens Village,36081055600,36081,055600
1755,191.0,Queens Village,36081055200,36081,055200
1757,191.0,Queens Village,36081055400,36081,055400
1727,191.0,Queens Village,36081051200,36081,051200
1714,191.0,Queens Village,36081049600,36081,049600
1752,191.0,Queens Village,36081054800,36081,054800
1896,192.0,Queensboro Hill,36081080302,36081,080302
2002,192.0,Queensboro Hill,36081121500,36081,121500
1900,192.0,Queensboro Hill,36081083700,36081,083700
1895,192.0,Queensboro Hill,36081080301,36081,080301
2001,192.0,Queensboro Hill,36081121100,36081,121100
1894,192.0,Queensboro Hill,36081079900,36081,079900
1445,193.0,Queensbridge/Ravenswood,36081008500,36081,008500
1418,193.0,Queensbridge/Ravenswood,36081004300,36081,004300
1414,193.0,Queensbridge/Ravenswood,36081003900,36081,003900
1403,193.0,Queensbridge/Ravenswood,36081002500,36081,002500
1412,193.0,Queensbridge/Ravenswood,36081003700,36081,003700
1349,194.0,Randalls Island,36061024000,36061,024000
401,195.0,Red Hook,36047008500,36047,008500
375,195.0,Red Hook,36047005300,36047,005300
380,195.0,Red Hook,36047005900,36047,005900
1852,196.0,Rego Park,36081070300,36081,070300
1851,196.0,Rego Park,36081069702,36081,069702
1849,196.0,Rego Park,36081069500,36081,069500
1850,196.0,Rego Park,36081069701,36081,069701
1847,196.0,Rego Park,36081069300,36081,069300
1845,196.0,Rego Park,36081068700,36081,068700
1861,196.0,Rego Park,36081071701,36081,071701
1862,196.0,Rego Park,36081071702,36081,071702
1496,197.0,Richmond Hill,36081014400,36081,014400
1484,197.0,Richmond Hill,36081013000,36081,013000
1494,197.0,Richmond Hill,36081014202,36081,014202
1493,197.0,Richmond Hill,36081014201,36081,014201
1485,197.0,Richmond Hill,36081013200,36081,013200
1467,197.0,Richmond Hill,36081011200,36081,011200
1465,197.0,Richmond Hill,36081011000,36081,011000
1469,197.0,Richmond Hill,36081011400,36081,011400
1471,197.0,Richmond Hill,36081011600,36081,011600
1464,197.0,Richmond Hill,36081010800,36081,010800
1507,197.0,Richmond Hill,36081015600,36081,015600
1473,197.0,Richmond Hill,36081011800,36081,011800
1475,197.0,Richmond Hill,36081012000,36081,012000
1505,197.0,Richmond Hill,36081015400,36081,015400
1405,197.0,Richmond Hill,36081002800,36081,002800
1482,197.0,Richmond Hill,36081012602,36081,012602
1501,197.0,Richmond Hill,36081015000,36081,015000
1503,197.0,Richmond Hill,36081015200,36081,015200
1481,197.0,Richmond Hill,36081012601,36081,012601
1499,197.0,Richmond Hill,36081014800,36081,014800
1479,197.0,Richmond Hill,36081012400,36081,012400
1477,197.0,Richmond Hill,36081012200,36081,012200
1404,197.0,Richmond Hill,36081002600,36081,002600
1402,197.0,Richmond Hill,36081002400,36081,002400
1483,197.0,Richmond Hill,36081012800,36081,012800
1762,198.0,Ridgewood,36081055900,36081,055900
1758,198.0,Ridgewood,36081055500,36081,055500
1760,198.0,Ridgewood,36081055700,36081,055700
1754,198.0,Ridgewood,36081055100,36081,055100
1776,198.0,Ridgewood,36081058300,36081,058300
1774,198.0,Ridgewood,36081058100,36081,058100
1777,198.0,Ridgewood,36081058500,36081,058500
1778,198.0,Ridgewood,36081058700,36081,058700
1797,198.0,Ridgewood,36081061301,36081,061301
1798,198.0,Ridgewood,36081061302,36081,061302
1783,198.0,Ridgewood,36081059300,36081,059300
1756,198.0,Ridgewood,36081055300,36081,055300
1753,198.0,Ridgewood,36081054900,36081,054900
1751,198.0,Ridgewood,36081054700,36081,054700
1750,198.0,Ridgewood,36081054500,36081,054500
1779,198.0,Ridgewood,36081058900,36081,058900
1781,198.0,Ridgewood,36081059100,36081,059100
1747,198.0,Ridgewood,36081053900,36081,053900
1785,198.0,Ridgewood,36081059500,36081,059500
0,199.0,Rikers Island,36005000100,36005,000100
247,200.0,Riverdale/North Riverdale/Fieldston,36005035100,36005,035100
244,200.0,Riverdale/North Riverdale/Fieldston,36005034500,36005,034500
238,200.0,Riverdale/North Riverdale/Fieldston,36005033700,36005,033700
242,200.0,Riverdale/North Riverdale/Fieldston,36005034300,36005,034300
220,200.0,Riverdale/North Riverdale/Fieldston,36005030701,36005,030701
236,200.0,Riverdale/North Riverdale/Fieldston,36005033500,36005,033500
221,200.0,Riverdale/North Riverdale/Fieldston,36005030900,36005,030900
228,200.0,Riverdale/North Riverdale/Fieldston,36005032300,36005,032300
227,200.0,Riverdale/North Riverdale/Fieldston,36005031900,36005,031900
1927,201.0,Rockaway Park,36081092800,36081,092800
1929,201.0,Rockaway Park,36081093401,36081,093401
1930,201.0,Rockaway Park,36081093402,36081,093402
1931,201.0,Rockaway Park,36081093800,36081,093800
1933,201.0,Rockaway Park,36081094201,36081,094201
1925,201.0,Rockaway Park,36081092200,36081,092200
1346,202.0,Roosevelt Island,36061023801,36061,023801
1347,202.0,Roosevelt Island,36061023802,36061,023802
1835,203.0,Rosedale,36081066400,36081,066400
1832,203.0,Rosedale,36081066000,36081,066000
1828,203.0,Rosedale,36081065600,36081,065600
1826,203.0,Rosedale,36081065400,36081,065400
1819,203.0,Rosedale,36081063800,36081,063800
1801,203.0,Rosedale,36081061602,36081,061602
2138,204.0,Rossville/Woodrow,36085020803,36085,020803
2139,204.0,Rossville/Woodrow,36085020804,36085,020804
2137,204.0,Rossville/Woodrow,36085020801,36085,020801
1646,205.0,Saint Albans,36081038400,36081,038400
1652,205.0,Saint Albans,36081040200,36081,040200
1735,205.0,Saint Albans,36081052200,36081,052200
1733,205.0,Saint Albans,36081052000,36081,052000
1736,205.0,Saint Albans,36081052400,36081,052400
1732,205.0,Saint Albans,36081051800,36081,051800
1654,205.0,Saint Albans,36081040400,36081,040400
1627,205.0,Saint Albans,36081035200,36081,035200
1621,205.0,Saint Albans,36081033401,36081,033401
1597,205.0,Saint Albans,36081028200,36081,028200
1636,205.0,Saint Albans,36081036800,36081,036800
1634,205.0,Saint Albans,36081036600,36081,036600
1595,205.0,Saint Albans,36081028000,36081,028000
1640,205.0,Saint Albans,36081037600,36081,037600
1663,205.0,Saint Albans,36081042600,36081,042600
1647,205.0,Saint Albans,36081039400,36081,039400
1665,205.0,Saint Albans,36081043200,36081,043200
1739,205.0,Saint Albans,36081052800,36081,052800
1648,205.0,Saint Albans,36081039800,36081,039800
1662,205.0,Saint Albans,36081042400,36081,042400
1740,205.0,Saint Albans,36081053000,36081,053000
1738,205.0,Saint Albans,36081052600,36081,052600
1650,205.0,Saint Albans,36081040000,36081,040000
2102,206.0,Saint George/New Brighton,36085013302,36085,013302
2101,206.0,Saint George/New Brighton,36085013301,36085,013301
2082,206.0,Saint George/New Brighton,36085007700,36085,007700
2062,206.0,Saint George/New Brighton,36085001100,36085,001100
2086,206.0,Saint George/New Brighton,36085009700,36085,009700
2057,206.0,Saint George/New Brighton,36085000300,36085,000300
2061,206.0,Saint George/New Brighton,36085000900,36085,000900
2083,206.0,Saint George/New Brighton,36085008100,36085,008100
2059,206.0,Saint George/New Brighton,36085000700,36085,000700
2105,206.0,Saint George/New Brighton,36085014100,36085,014100
2094,206.0,Saint George/New Brighton,36085012500,36085,012500
1609,207.0,Saint Michaels Cemetery/Woodside,36081029900,36081,029900
66,208.0,Schuylerville/Edgewater Park,36005011800,36005,011800
76,208.0,Schuylerville/Edgewater Park,36005013200,36005,013200
63,208.0,Schuylerville/Edgewater Park,36005011000,36005,011000
74,208.0,Schuylerville/Edgewater Park,36005013000,36005,013000
82,208.0,Schuylerville/Edgewater Park,36005014400,36005,014400
79,208.0,Schuylerville/Edgewater Park,36005013800,36005,013800
92,208.0,Schuylerville/Edgewater Park,36005015800,36005,015800
88,208.0,Schuylerville/Edgewater Park,36005015200,36005,015200
96,208.0,Schuylerville/Edgewater Park,36005016200,36005,016200
100,208.0,Schuylerville/Edgewater Park,36005016600,36005,016600
94,208.0,Schuylerville/Edgewater Park,36005016000,36005,016000
98,208.0,Schuylerville/Edgewater Park,36005016400,36005,016400
118,208.0,Schuylerville/Edgewater Park,36005019400,36005,019400
114,208.0,Schuylerville/Edgewater Park,36005018400,36005,018400
191,208.0,Schuylerville/Edgewater Park,36005026400,36005,026400
1114,209.0,Seaport,36061001501,36061,001501
851,210.0,Sheepshead Bay,36047059800,36047,059800
863,210.0,Sheepshead Bay,36047062800,36047,062800
850,210.0,Sheepshead Bay,36047059600,36047,059600
862,210.0,Sheepshead Bay,36047062600,36047,062600
831,210.0,Sheepshead Bay,36047057200,36047,057200
829,210.0,Sheepshead Bay,36047057000,36047,057000
864,210.0,Sheepshead Bay,36047063200,36047,063200
853,210.0,Sheepshead Bay,36047060600,36047,060600
852,210.0,Sheepshead Bay,36047060000,36047,060000
844,210.0,Sheepshead Bay,36047059000,36047,059000
846,210.0,Sheepshead Bay,36047059200,36047,059200
848,210.0,Sheepshead Bay,36047059401,36047,059401
849,210.0,Sheepshead Bay,36047059402,36047,059402
841,210.0,Sheepshead Bay,36047058600,36047,058600
1146,211.0,SoHo,36061004700,36061,004700
1148,211.0,SoHo,36061004900,36061,004900
40,212.0,Soundview/Bruckner,36005006800,36005,006800
42,212.0,Soundview/Bruckner,36005007000,36005,007000
44,212.0,Soundview/Bruckner,36005007200,36005,007200
25,212.0,Soundview/Bruckner,36005005001,36005,005001
28,212.0,Soundview/Bruckner,36005005200,36005,005200
22,212.0,Soundview/Bruckner,36005004400,36005,004400
26,212.0,Soundview/Bruckner,36005005002,36005,005002
24,212.0,Soundview/Bruckner,36005004800,36005,004800
18,212.0,Soundview/Bruckner,36005004001,36005,004001
2,213.0,Soundview/Castle Hill,36005000400,36005,000400
53,213.0,Soundview/Castle Hill,36005008400,36005,008400
46,213.0,Soundview/Castle Hill,36005007400,36005,007400
55,213.0,Soundview/Castle Hill,36005008600,36005,008600
58,213.0,Soundview/Castle Hill,36005009000,36005,009000
1,213.0,Soundview/Castle Hill,36005000200,36005,000200
7,213.0,Soundview/Castle Hill,36005002400,36005,002400
5,213.0,Soundview/Castle Hill,36005002000,36005,002000
3,213.0,Soundview/Castle Hill,36005001600,36005,001600
16,213.0,Soundview/Castle Hill,36005003800,36005,003800
11,213.0,Soundview/Castle Hill,36005002800,36005,002800
23,213.0,Soundview/Castle Hill,36005004600,36005,004600
20,213.0,Soundview/Castle Hill,36005004200,36005,004200
2088,214.0,South Beach/Dongan Hills,36085011201,36085,011201
2090,214.0,South Beach/Dongan Hills,36085011401,36085,011401
2085,214.0,South Beach/Dongan Hills,36085009602,36085,009602
2079,214.0,South Beach/Dongan Hills,36085007000,36085,007000
2084,214.0,South Beach/Dongan Hills,36085009601,36085,009601
1660,215.0,South Jamaica,36081041400,36081,041400
1670,215.0,South Jamaica,36081044000,36081,044000
1540,215.0,South Jamaica,36081019400,36081,019400
1585,215.0,South Jamaica,36081027000,36081,027000
1541,215.0,South Jamaica,36081019600,36081,019600
1544,215.0,South Jamaica,36081020200,36081,020200
1577,215.0,South Jamaica,36081026200,36081,026200
1581,215.0,South Jamaica,36081026600,36081,026600
1542,215.0,South Jamaica,36081019800,36081,019800
1579,215.0,South Jamaica,36081026400,36081,026400
1575,215.0,South Jamaica,36081026000,36081,026000
1573,215.0,South Jamaica,36081025800,36081,025800
1666,215.0,South Jamaica,36081043400,36081,043400
1570,215.0,South Jamaica,36081025400,36081,025400
1905,216.0,South Ozone Park,36081084602,36081,084602
1904,216.0,South Ozone Park,36081084601,36081,084601
1901,216.0,South Ozone Park,36081083800,36081,083800
1899,216.0,South Ozone Park,36081081800,36081,081800
1898,216.0,South Ozone Park,36081081400,36081,081400
1902,216.0,South Ozone Park,36081084000,36081,084000
1525,216.0,South Ozone Park,36081018000,36081,018000
1913,216.0,South Ozone Park,36081086400,36081,086400
1523,216.0,South Ozone Park,36081017800,36081,017800
1522,216.0,South Ozone Park,36081017600,36081,017600
1458,216.0,South Ozone Park,36081010200,36081,010200
1516,216.0,South Ozone Park,36081016800,36081,016800
1521,216.0,South Ozone Park,36081017400,36081,017400
1456,216.0,South Ozone Park,36081010000,36081,010000
1452,216.0,South Ozone Park,36081009600,36081,009600
1450,216.0,South Ozone Park,36081009400,36081,009400
1515,216.0,South Ozone Park,36081016600,36081,016600
1520,216.0,South Ozone Park,36081017200,36081,017200
1460,216.0,South Ozone Park,36081010400,36081,010400
1518,216.0,South Ozone Park,36081017000,36081,017000
1514,216.0,South Ozone Park,36081016400,36081,016400
1454,216.0,South Ozone Park,36081009800,36081,009800
1462,216.0,South Ozone Park,36081010600,36081,010600
1510,216.0,South Ozone Park,36081015802,36081,015802
1509,216.0,South Ozone Park,36081015801,36081,015801
800,217.0,South Williamsburg,36047053700,36047,053700
802,217.0,South Williamsburg,36047053900,36047,053900
774,217.0,South Williamsburg,36047050900,36047,050900
797,217.0,South Williamsburg,36047053300,36047,053300
806,217.0,South Williamsburg,36047054500,36047,054500
793,217.0,South Williamsburg,36047052900,36047,052900
799,217.0,South Williamsburg,36047053500,36047,053500
1619,218.0,Springfield Gardens North,36081033000,36081,033000
1606,218.0,Springfield Gardens North,36081029400,36081,029400
1622,218.0,Springfield Gardens North,36081033402,36081,033402
1848,219.0,Springfield Gardens South,36081069400,36081,069400
1846,219.0,Springfield Gardens South,36081069000,36081,069000
1615,219.0,Springfield Gardens South,36081032000,36081,032000
1842,219.0,Springfield Gardens South,36081068000,36081,068000
1610,219.0,Springfield Gardens South,36081030600,36081,030600
205,220.0,Spuyten Duyvil/Kingsbridge,36005028300,36005,028300
207,220.0,Spuyten Duyvil/Kingsbridge,36005028500,36005,028500
213,220.0,Spuyten Duyvil/Kingsbridge,36005029302,36005,029302
211,220.0,Spuyten Duyvil/Kingsbridge,36005028900,36005,028900
212,220.0,Spuyten Duyvil/Kingsbridge,36005029301,36005,029301
209,220.0,Spuyten Duyvil/Kingsbridge,36005028700,36005,028700
218,220.0,Spuyten Duyvil/Kingsbridge,36005030100,36005,030100
216,220.0,Spuyten Duyvil/Kingsbridge,36005029700,36005,029700
214,220.0,Spuyten Duyvil/Kingsbridge,36005029500,36005,029500
2063,221.0,Stapleton,36085001700,36085,001700
2065,221.0,Stapleton,36085002001,36085,002001
2060,221.0,Stapleton,36085000800,36085,000800
2071,221.0,Stapleton,36085003600,36085,003600
2058,221.0,Stapleton,36085000600,36085,000600
2069,221.0,Stapleton,36085002900,36085,002900
2068,221.0,Stapleton,36085002700,36085,002700
2067,221.0,Stapleton,36085002100,36085,002100
1042,222.0,Starrett City,36047105804,36047,105804
1041,222.0,Starrett City,36047105801,36047,105801
1614,223.0,Steinway,36081031700,36081,031700
1487,223.0,Steinway,36081013500,36081,013500
1476,223.0,Steinway,36081012100,36081,012100
1478,223.0,Steinway,36081012301,36081,012301
1489,223.0,Steinway,36081013700,36081,013700
1474,223.0,Steinway,36081011900,36081,011900
1480,223.0,Steinway,36081012500,36081,012500
1472,223.0,Steinway,36081011700,36081,011700
1470,223.0,Steinway,36081011500,36081,011500
1451,223.0,Steinway,36081009500,36081,009500
1468,223.0,Steinway,36081011300,36081,011300
1453,223.0,Steinway,36081009700,36081,009700
1457,223.0,Steinway,36081010100,36081,010100
1466,223.0,Steinway,36081011100,36081,011100
1459,223.0,Steinway,36081010300,36081,010300
1461,223.0,Steinway,36081010500,36081,010500
1463,223.0,Steinway,36081010701,36081,010701
1144,224.0,Stuy Town/Peter Cooper Village,36061004400,36061,004400
1158,224.0,Stuy Town/Peter Cooper Village,36061006000,36061,006000
658,225.0,Stuyvesant Heights,36047037900,36047,037900
563,225.0,Stuyvesant Heights,36047027300,36047,027300
565,225.0,Stuyvesant Heights,36047027500,36047,027500
657,225.0,Stuyvesant Heights,36047037700,36047,037700
586,225.0,Stuyvesant Heights,36047029500,36047,029500
661,225.0,Stuyvesant Heights,36047038300,36047,038300
567,225.0,Stuyvesant Heights,36047027700,36047,027700
656,225.0,Stuyvesant Heights,36047037500,36047,037500
584,225.0,Stuyvesant Heights,36047029300,36047,029300
662,225.0,Stuyvesant Heights,36047038500,36047,038500
569,225.0,Stuyvesant Heights,36047027900,36047,027900
582,225.0,Stuyvesant Heights,36047029100,36047,029100
664,225.0,Stuyvesant Heights,36047038700,36047,038700
571,225.0,Stuyvesant Heights,36047028100,36047,028100
580,225.0,Stuyvesant Heights,36047028900,36047,028900
578,225.0,Stuyvesant Heights,36047028700,36047,028700
573,225.0,Stuyvesant Heights,36047028300,36047,028300
576,225.0,Stuyvesant Heights,36047028502,36047,028502
1532,226.0,Sunnyside,36081018501,36081,018501
1558,226.0,Sunnyside,36081023500,36081,023500
1537,226.0,Sunnyside,36081018900,36081,018900
1533,226.0,Sunnyside,36081018502,36081,018502
1524,226.0,Sunnyside,36081017900,36081,017900
1526,226.0,Sunnyside,36081018101,36081,018101
1527,226.0,Sunnyside,36081018102,36081,018102
1568,226.0,Sunnyside,36081025301,36081,025301
1529,226.0,Sunnyside,36081018300,36081,018300
1569,226.0,Sunnyside,36081025302,36081,025302
1517,226.0,Sunnyside,36081016900,36081,016900
1519,226.0,Sunnyside,36081017100,36081,017100
1552,226.0,Sunnyside,36081021900,36081,021900
1546,226.0,Sunnyside,36081020500,36081,020500
1535,226.0,Sunnyside,36081018700,36081,018700
1543,226.0,Sunnyside,36081019900,36081,019900
420,227.0,Sunset Park East,36047011800,36047,011800
412,227.0,Sunset Park East,36047010400,36047,010400
413,227.0,Sunset Park East,36047010600,36047,010600
411,227.0,Sunset Park East,36047010200,36047,010200
414,227.0,Sunset Park East,36047010800,36047,010800
409,227.0,Sunset Park East,36047010000,36047,010000
416,227.0,Sunset Park East,36047011200,36047,011200
406,227.0,Sunset Park East,36047009400,36047,009400
408,227.0,Sunset Park East,36047009800,36047,009800
415,227.0,Sunset Park East,36047011000,36047,011000
405,227.0,Sunset Park East,36047009200,36047,009200
407,227.0,Sunset Park East,36047009600,36047,009600
404,227.0,Sunset Park East,36047009000,36047,009000
402,227.0,Sunset Park East,36047008600,36047,008600
403,227.0,Sunset Park East,36047008800,36047,008800
422,227.0,Sunset Park East,36047012000,36047,012000
424,228.0,Sunset Park West,36047012200,36047,012200
392,228.0,Sunset Park West,36047007200,36047,007200
393,228.0,Sunset Park West,36047007400,36047,007400
352,228.0,Sunset Park West,36047002200,36047,002200
395,228.0,Sunset Park West,36047007600,36047,007600
397,228.0,Sunset Park West,36047007800,36047,007800
350,228.0,Sunset Park West,36047002000,36047,002000
398,228.0,Sunset Park West,36047008000,36047,008000
399,228.0,Sunset Park West,36047008200,36047,008200
340,228.0,Sunset Park West,36047000200,36047,000200
400,228.0,Sunset Park West,36047008400,36047,008400
410,228.0,Sunset Park West,36047010100,36047,010100
445,228.0,Sunset Park West,36047014700,36047,014700
349,228.0,Sunset Park West,36047001800,36047,001800
444,228.0,Sunset Park West,36047014500,36047,014500
1185,229.0,Sutton Place/Turtle Bay North,36061008603,36061,008603
1197,229.0,Sutton Place/Turtle Bay North,36061009800,36061,009800
1204,229.0,Sutton Place/Turtle Bay North,36061010601,36061,010601
1206,229.0,Sutton Place/Turtle Bay North,36061010800,36061,010800
1220,230.0,Times Sq/Theatre District,36061011900,36061,011900
1225,230.0,Times Sq/Theatre District,36061012500,36061,012500
1231,230.0,Times Sq/Theatre District,36061013100,36061,013100
1119,231.0,TriBeCa/Civic Center,36061002100,36061,002100
1131,231.0,TriBeCa/Civic Center,36061003100,36061,003100
1133,231.0,TriBeCa/Civic Center,36061003300,36061,003300
