OBJECTID,2500,7500,12500,17500,22500,30000,42500,62500,87500,125000,225000
2.0,,,,,,,,,,,
3.0,0.041803192051580174,0.06003593700454497,0.10807525631540006,0.04703519712503964,0.0691258852129796,0.09866821689039214,0.11188035091427967,0.15643166684282844,0.09782264031286333,0.12345418031920516,0.0856674770108868
4.0,0.07021670587057705,0.08392973324658426,0.11601020969921426,0.06506180871828236,0.06391071517942044,0.08252840198188278,0.10349832340723687,0.1394825083829638,0.06806466142835695,0.11966368049647165,0.08763325158900956
5.0,0.022104332449160036,0.017793987621573828,0.033488063660477456,0.023872679045092837,0.02420424403183024,0.05713969938107869,0.11229000884173299,0.17274535809018568,0.10643236074270557,0.19993368700265252,0.22999557913351018
6.0,0.05046247512000936,0.03262693673652578,0.046169457128361235,0.041017835538383486,0.038324942434531474,0.06841509581235608,0.0878897865199235,0.11965811965811966,0.11848729656948835,0.15119228817858954,0.24575576630371151
7.0,0.036845593108018555,0.04074221338634858,0.04770046388336647,0.0425115970841617,0.03351225977468522,0.060563286944996686,0.08526176275679258,0.12123260437375745,0.10344599072233267,0.14767395626242544,0.28051027170311466
8.0,0.03497942386831276,0.014697236919459141,0.031452087007642564,0.015285126396237508,0.03497942386831276,0.03203997648442093,0.05731922398589065,0.10405643738977072,0.08348030570252793,0.15902410346854792,0.43268665490887714
9.0,0.03214646100619865,0.014992071500648695,0.025803661525154967,0.033011388208159145,0.031858151938878476,0.05852674066599395,0.1196482629378694,0.18754504829176877,0.1196482629378694,0.19576185671039353,0.181058094277065
10.0,0.04996791992814064,0.05194405235467727,0.06936994738868216,0.05887334787629924,0.04711920954702938,0.0939304504042089,0.13794430899525215,0.15783395354805596,0.11104837674836392,0.12305915565250866,0.09890927755678172
11.0,0.04593730832553185,0.04522710398037254,0.07379668786519031,0.056267553346030924,0.04987571423959712,0.0907447461019466,0.12602898925008876,0.1529521903347645,0.12415663234012332,0.1248022726539045,0.11021080156244956
